Date,Date,Region,Confirmed_Cases,Active_Cases,Cured/Discharged,Death,Forecasted,Forecasted_high,Forecasted_low,Confiremd_Cases_Daywise,Forecasted_Cases_Daywise,Forecasted_Cases_high_Daywise,Forecasted_Cases_low_Daywise
01-07-2020,01-07-2020,Gujarat,32557,7049,23662.0,1846.0,,,,619,,,
02-07-2020,02-07-2020,Gujarat,33232,7335,24030.0,1867.0,,,,675,,,
03-07-2020,03-07-2020,Gujarat,33913,7434,24593.0,1886.0,,,,681,,,
04-07-2020,04-07-2020,Gujarat,34600,7763,24933.0,1904.0,,,,687,,,
05-07-2020,05-07-2020,Gujarat,35312,7981,25406.0,1925.0,,,,712,,,
06-07-2020,06-07-2020,Gujarat,36037,8202,25892.0,1943.0,,,,725,,,
07-07-2020,07-07-2020,Gujarat,36772,8497,26315.0,1960.0,,,,735,,,
08-07-2020,08-07-2020,Gujarat,37550,8853,26720.0,1977.0,,,,778,,,
09-07-2020,09-07-2020,Gujarat,38333,9051,27289.0,1993.0,,,,783,,,
10-07-2020,10-07-2020,Gujarat,39194,9468,27718.0,2008.0,,,,861,,,
11-07-2020,11-07-2020,Gujarat,40069,9900,28147.0,2022.0,,,,875,,,
12-07-2020,12-07-2020,Gujarat,40941,10260,28649.0,2032.0,,,,872,,,
13-07-2020,13-07-2020,Gujarat,41820,10613,29162.0,2045.0,,,,879,,,
14-07-2020,14-07-2020,Gujarat,42722,10897,29770.0,2055.0,,,,902,,,
15-07-2020,15-07-2020,Gujarat,43637,11065,30503.0,2069.0,,,,915,,,
16-07-2020,16-07-2020,Gujarat,44552,11187,31286.0,2079.0,,,,915,,,
17-07-2020,17-07-2020,Gujarat,45481,11289,32103.0,2089.0,,,,929,,,
18-07-2020,18-07-2020,Gujarat,46430,11351,32973.0,2106.0,,,,949,,,
19-07-2020,19-07-2020,Gujarat,47390,11233,34035.0,2122.0,,,,960,,,
20-07-2020,20-07-2020,Gujarat,48355,11312,34901.0,2142.0,,,,965,,,
21-07-2020,21-07-2020,Gujarat,49353,11513,35678.0,2162.0,,,,998,,,
22-07-2020,22-07-2020,Gujarat,50379,11760,36423.0,2196.0,,,,1026,,,
23-07-2020,23-07-2020,Gujarat,51399,11915,37260.0,2224.0,,,,1020,,,
24-07-2020,24-07-2020,Gujarat,52477,12247,37978.0,2252.0,,,,1078,,,
25-07-2020,25-07-2020,Gujarat,53545,12418,38849.0,2278.0,,,,1068,,,
26-07-2020,26-07-2020,Gujarat,54626,12695,39631.0,2300.0,,,,1081,,,
27-07-2020,27-07-2020,Gujarat,55822,13131,40365.0,2326.0,,,,1196,,,
28-07-2020,28-07-2020,Gujarat,56874,13146,41380.0,2348.0,,,,1052,,,
29-07-2020,29-07-2020,Gujarat,57982,13198,42412.0,2372.0,,,,1108,,,
30-07-2020,30-07-2020,Gujarat,,,,,57982.0,58131.071668808574,57831.99200903545,,,,
31-07-2020,31-07-2020,Gujarat,,,,,59098.0,59341.322655990945,58854.07150700215,,1116.0,1210.2509871823713,1022.0794979666971
01-08-2020,01-08-2020,Gujarat,,,,,60222.0,60561.075066345205,59883.916389102014,,1124.0,1219.75241035426,1029.8448820998674
02-08-2020,02-08-2020,Gujarat,,,,,61356.0,61793.95973279529,60917.89582241112,,1134.0,1232.8846664500816,1033.979433309105
03-08-2020,03-08-2020,Gujarat,,,,,62498.0,63040.87782780147,61955.108634469165,,1142.0,1246.9180950061855,1037.2128120580455
04-08-2020,04-08-2020,Gujarat,,,,,63649.0,64302.032146935024,62995.3520297049,,1151.0,1261.1543191335513,1040.2433952357387
05-08-2020,05-08-2020,Gujarat,,,,,64808.0,65577.38955731022,64038.65914100406,,1159.0,1275.3574103751962,1043.307111299153
06-08-2020,06-08-2020,Gujarat,,,,,65976.0,66866.82930798619,65085.15071930748,,1168.0,1289.4397506759706,1046.491578303423
07-08-2020,07-08-2020,Gujarat,,,,,67153.0,68170.19946682094,66134.97869675719,,1177.0,1303.3701588347467,1049.827977449706
08-08-2020,08-08-2020,Gujarat,,,,,68338.0,69487.34047675961,67188.30263040801,,1185.0,1317.1410099386703,1053.3239336508268
09-08-2020,09-08-2020,Gujarat,,,,,69532.0,70818.09537927408,68245.27947878811,,1194.0,1330.754902514469,1056.9768483801017
10-08-2020,10-08-2020,Gujarat,,,,,70734.0,72162.31417580241,69306.05924045939,,1202.0,1344.2187965283374,1060.7797616712778
11-08-2020,11-08-2020,Gujarat,,,,,71945.0,73519.85547881943,70370.78330294703,,1211.0,1357.5413030170166,1064.724062487643
12-08-2020,12-08-2020,Gujarat,,,,,73165.0,74890.58687931621,71439.58407525999,,1220.0,1370.7314004967775,1068.8007723129558
13-08-2020,13-08-2020,Gujarat,,,,,74393.0,76274.38470990119,72512.58522478979,,1228.0,1383.7978305849829,1073.001149529795
14-08-2020,14-08-2020,Gujarat,,,,,75631.0,77671.13353793204,73589.90218417876,,1238.0,1396.7488280308462,1077.316959388976
15-08-2020,15-08-2020,Gujarat,,,,,76876.0,79080.72555629916,74671.64276053653,,1245.0,1409.592018367126,1081.74057635777
16-08-2020,16-08-2020,Gujarat,,,,,78130.0,80503.05995587002,75757.90776299562,,1254.0,1422.3343995708565,1086.265002459084
17-08-2020,17-08-2020,Gujarat,,,,,79393.0,81938.04232061523,76848.79160758539,,1263.0,1434.982364745214,1090.883844589771
18-08-2020,18-08-2020,Gujarat,,,,,80665.0,83385.58406400643,77944.38288083425,,1272.0,1447.5417433911934,1095.591273248865
19-08-2020,19-08-2020,Gujarat,,,,,81945.0,84845.60191353843,79044.76485524735,,1280.0,1460.0178495319997,1100.3819744131033
20-08-2020,20-08-2020,Gujarat,,,,,83234.0,86318.01744416523,80150.0159558707,,1289.0,1472.4155306268076,1105.2511006233399
21-08-2020,21-08-2020,Gujarat,,,,,84531.0,87802.75665842967,81260.21018016148,,1297.0,1484.7392142644385,1110.1942242907826
22-08-2020,22-08-2020,Gujarat,,,,,85838.0,89299.74960970404,82375.41747474737,,1307.0,1496.9929512743693,1115.2072945858963
23-08-2020,23-08-2020,Gujarat,,,,,87152.0,90808.93006448308,83495.70407313365,,1314.0,1509.180454779038,1120.286598386272
24-08-2020,24-08-2020,Gujarat,,,,,88476.0,92330.23519965785,84621.13279842926,,1324.0,1521.3051351747708,1125.4287252956128
25-08-2020,25-08-2020,Gujarat,,,,,89808.0,93863.60533091973,85751.7633349428,,1332.0,1533.3701312618796,1130.6305365135486
26-08-2020,26-08-2020,Gujarat,,,,,91148.0,95408.98366876751,86887.6524721755,,1340.0,1545.378337847782,1135.8891372326907
27-08-2020,27-08-2020,Gujarat,,,,,92498.0,96966.31609894766,88028.85432438087,,1350.0,1557.3324301801476,1141.2018522053695
12-03-2020,12-03-2020,Haryana,14,14,0.0,0.0,,,,,,,
13-03-2020,13-03-2020,Haryana,14,14,0.0,0.0,,,,0,,,
14-03-2020,14-03-2020,Haryana,14,14,0.0,0.0,,,,0,,,
15-03-2020,15-03-2020,Haryana,14,14,0.0,0.0,,,,0,,,
16-03-2020,16-03-2020,Haryana,14,14,0.0,0.0,,,,0,,,
17-03-2020,17-03-2020,Haryana,15,15,0.0,0.0,,,,1,,,
18-03-2020,18-03-2020,Haryana,16,16,0.0,0.0,,,,1,,,
19-03-2020,19-03-2020,Haryana,17,17,0.0,0.0,,,,1,,,
20-03-2020,20-03-2020,Haryana,17,17,0.0,0.0,,,,0,,,
21-03-2020,21-03-2020,Haryana,17,17,0.0,0.0,,,,0,,,
22-03-2020,22-03-2020,Haryana,21,21,0.0,0.0,,,,4,,,
23-03-2020,23-03-2020,Haryana,26,26,0.0,0.0,,,,5,,,
24-03-2020,24-03-2020,Haryana,26,15,11.0,0.0,,,,0,,,
25-03-2020,25-03-2020,Haryana,28,17,11.0,0.0,,,,2,,,
26-03-2020,26-03-2020,Haryana,30,19,11.0,0.0,,,,2,,,
27-03-2020,27-03-2020,Haryana,30,19,11.0,0.0,,,,0,,,
28-03-2020,28-03-2020,Haryana,33,21,12.0,0.0,,,,3,,,
29-03-2020,29-03-2020,Haryana,33,21,12.0,0.0,,,,0,,,
30-03-2020,30-03-2020,Haryana,33,16,17.0,0.0,,,,0,,,
31-03-2020,31-03-2020,Haryana,40,19,21.0,0.0,,,,7,,,
01-04-2020,01-04-2020,Haryana,43,22,21.0,0.0,,,,3,,,
02-04-2020,02-04-2020,Haryana,43,22,21.0,0.0,,,,0,,,
03-04-2020,03-04-2020,Haryana,43,22,21.0,0.0,,,,0,,,
04-04-2020,04-04-2020,Haryana,49,25,24.0,0.0,,,,6,,,
05-04-2020,05-04-2020,Haryana,49,25,24.0,0.0,,,,0,,,
06-04-2020,06-04-2020,Haryana,84,58,25.0,1.0,,,,35,,,
07-04-2020,07-04-2020,Haryana,90,64,25.0,1.0,,,,6,,,
08-04-2020,08-04-2020,Haryana,147,116,28.0,3.0,,,,57,,,
09-04-2020,09-04-2020,Haryana,147,116,28.0,3.0,,,,0,,,
10-04-2020,10-04-2020,Haryana,169,137,29.0,3.0,,,,22,,,
11-04-2020,11-04-2020,Haryana,177,145,29.0,3.0,,,,8,,,
12-04-2020,12-04-2020,Haryana,177,145,29.0,3.0,,,,0,,,
13-04-2020,13-04-2020,Haryana,185,153,29.0,3.0,,,,8,,,
14-04-2020,14-04-2020,Haryana,185,153,29.0,3.0,,,,0,,,
15-04-2020,15-04-2020,Haryana,199,162,34.0,3.0,,,,14,,,
16-04-2020,16-04-2020,Haryana,205,159,43.0,3.0,,,,6,,,
17-04-2020,17-04-2020,Haryana,205,159,43.0,3.0,,,,0,,,
18-04-2020,18-04-2020,Haryana,225,179,43.0,3.0,,,,20,,,
19-04-2020,19-04-2020,Haryana,225,179,43.0,3.0,,,,0,,,
20-04-2020,20-04-2020,Haryana,233,143,87.0,3.0,,,,8,,,
21-04-2020,21-04-2020,Haryana,254,124,127.0,3.0,,,,21,,,
22-04-2020,22-04-2020,Haryana,254,124,127.0,3.0,,,,0,,,
23-04-2020,23-04-2020,Haryana,262,119,140.0,3.0,,,,8,,,
24-04-2020,24-04-2020,Haryana,272,113,156.0,3.0,,,,10,,,
25-04-2020,25-04-2020,Haryana,272,113,156.0,3.0,,,,0,,,
26-04-2020,26-04-2020,Haryana,289,110,176.0,3.0,,,,17,,,
27-04-2020,27-04-2020,Haryana,289,110,176.0,3.0,,,,0,,,
28-04-2020,28-04-2020,Haryana,296,110,183.0,3.0,,,,7,,,
29-04-2020,29-04-2020,Haryana,310,98,209.0,3.0,,,,14,,,
30-04-2020,30-04-2020,Haryana,310,98,209.0,3.0,,,,0,,,
01-05-2020,01-05-2020,Haryana,313,101,209.0,3.0,,,,3,,,
02-05-2020,02-05-2020,Haryana,360,129,227.0,4.0,,,,47,,,
03-05-2020,03-05-2020,Haryana,360,129,227.0,4.0,,,,0,,,
04-05-2020,04-05-2020,Haryana,442,192,245.0,5.0,,,,82,,,
05-05-2020,05-05-2020,Haryana,517,257,254.0,6.0,,,,75,,,
06-05-2020,06-05-2020,Haryana,548,286,256.0,6.0,,,,31,,,
07-05-2020,07-05-2020,Haryana,594,327,260.0,7.0,,,,46,,,
08-05-2020,08-05-2020,Haryana,625,358,260.0,7.0,,,,31,,,
09-05-2020,09-05-2020,Haryana,647,360,279.0,8.0,,,,22,,,
10-05-2020,10-05-2020,Haryana,675,376,290.0,9.0,,,,28,,,
11-05-2020,11-05-2020,Haryana,703,393,300.0,10.0,,,,28,,,
12-05-2020,12-05-2020,Haryana,730,382,337.0,11.0,,,,27,,,
13-05-2020,13-05-2020,Haryana,780,427,342.0,11.0,,,,50,,,
14-05-2020,14-05-2020,Haryana,793,364,418.0,11.0,,,,13,,,
15-05-2020,15-05-2020,Haryana,818,368,439.0,11.0,,,,25,,,
16-05-2020,16-05-2020,Haryana,818,368,439.0,11.0,,,,0,,,
17-05-2020,17-05-2020,Haryana,887,360,514.0,13.0,,,,69,,,
18-05-2020,18-05-2020,Haryana,910,334,562.0,14.0,,,,23,,,
19-05-2020,19-05-2020,Haryana,928,316,598.0,14.0,,,,18,,,
20-05-2020,20-05-2020,Haryana,964,323,627.0,14.0,,,,36,,,
21-05-2020,21-05-2020,Haryana,993,331,648.0,14.0,,,,29,,,
22-05-2020,22-05-2020,Haryana,1031,335,681.0,15.0,,,,38,,,
23-05-2020,23-05-2020,Haryana,1067,345,706.0,16.0,,,,36,,,
24-05-2020,24-05-2020,Haryana,1131,365,750.0,16.0,,,,64,,,
25-05-2020,25-05-2020,Haryana,1184,403,765.0,16.0,,,,53,,,
26-05-2020,26-05-2020,Haryana,1184,403,765.0,16.0,,,,0,,,
27-05-2020,27-05-2020,Haryana,1305,464,824.0,17.0,,,,121,,,
28-05-2020,28-05-2020,Haryana,1381,525,838.0,18.0,,,,76,,,
29-05-2020,29-05-2020,Haryana,1504,604,881.0,19.0,,,,123,,,
30-05-2020,30-05-2020,Haryana,1721,762,940.0,19.0,,,,217,,,
31-05-2020,31-05-2020,Haryana,1923,932,971.0,20.0,,,,202,,,
01-06-2020,01-06-2020,Haryana,2091,1023,1048.0,20.0,,,,168,,,
02-06-2020,02-06-2020,Haryana,2356,1280,1055.0,21.0,,,,265,,,
03-06-2020,03-06-2020,Haryana,2652,1560,1069.0,23.0,,,,296,,,
04-06-2020,04-06-2020,Haryana,2954,1842,1089.0,23.0,,,,302,,,
05-06-2020,05-06-2020,Haryana,3281,1123,2134.0,24.0,,,,327,,,
06-06-2020,06-06-2020,Haryana,3597,1439,2134.0,24.0,,,,316,,,
07-06-2020,07-06-2020,Haryana,3952,1794,2134.0,24.0,,,,355,,,
08-06-2020,08-06-2020,Haryana,4448,2286,2134.0,28.0,,,,496,,,
09-06-2020,09-06-2020,Haryana,4854,2681,2134.0,39.0,,,,406,,,
10-06-2020,10-06-2020,Haryana,5209,3030,2134.0,45.0,,,,355,,,
11-06-2020,11-06-2020,Haryana,5579,3339,2188.0,52.0,,,,370,,,
12-06-2020,12-06-2020,Haryana,5968,3644,2260.0,64.0,,,,389,,,
13-06-2020,13-06-2020,Haryana,6334,3789,2475.0,70.0,,,,366,,,
14-06-2020,14-06-2020,Haryana,6749,3868,2803.0,78.0,,,,415,,,
15-06-2020,15-06-2020,Haryana,7208,4117,3003.0,88.0,,,,459,,,
16-06-2020,16-06-2020,Haryana,7722,4057,3565.0,100.0,,,,514,,,
17-06-2020,17-06-2020,Haryana,8272,4406,3748.0,118.0,,,,550,,,
18-06-2020,18-06-2020,Haryana,8832,4750,3952.0,130.0,,,,560,,,
19-06-2020,19-06-2020,Haryana,9218,4528,4556.0,134.0,,,,386,,,
20-06-2020,20-06-2020,Haryana,9743,4710,4889.0,144.0,,,,525,,,
21-06-2020,21-06-2020,Haryana,10223,4946,5128.0,149.0,,,,480,,,
22-06-2020,22-06-2020,Haryana,10635,4918,5557.0,160.0,,,,412,,,
23-06-2020,23-06-2020,Haryana,11025,4940,5916.0,169.0,,,,390,,,
24-06-2020,24-06-2020,Haryana,11520,4844,6498.0,178.0,,,,495,,,
25-06-2020,25-06-2020,Haryana,12010,4897,6925.0,188.0,,,,490,,,
26-06-2020,26-06-2020,Haryana,12463,4885,7380.0,198.0,,,,453,,,
27-06-2020,27-06-2020,Haryana,12884,4657,8016.0,211.0,,,,421,,,
28-06-2020,28-06-2020,Haryana,13427,4737,8472.0,218.0,,,,543,,,
29-06-2020,29-06-2020,Haryana,13829,4689,8917.0,223.0,,,,402,,,
30-06-2020,30-06-2020,Haryana,14210,4476,9502.0,232.0,,,,381,,,
01-07-2020,01-07-2020,Haryana,14548,4340,9972.0,236.0,,,,338,,,
02-07-2020,02-07-2020,Haryana,14941,4202,10499.0,240.0,,,,393,,,
03-07-2020,03-07-2020,Haryana,15509,4239,11019.0,251.0,,,,568,,,
04-07-2020,04-07-2020,Haryana,16003,4057,11691.0,255.0,,,,494,,,
05-07-2020,05-07-2020,Haryana,16548,4031,12257.0,260.0,,,,545,,,
06-07-2020,06-07-2020,Haryana,17005,3796,12944.0,265.0,,,,457,,,
07-07-2020,07-07-2020,Haryana,17504,3893,13335.0,276.0,,,,499,,,
08-07-2020,08-07-2020,Haryana,17999,4075,13645.0,279.0,,,,495,,,
09-07-2020,09-07-2020,Haryana,18690,4302,14106.0,282.0,,,,691,,,
10-07-2020,10-07-2020,Haryana,19369,4572,14510.0,287.0,,,,679,,,
11-07-2020,11-07-2020,Haryana,19934,4740,14904.0,290.0,,,,565,,,
12-07-2020,12-07-2020,Haryana,20582,4891,15394.0,297.0,,,,648,,,
13-07-2020,13-07-2020,Haryana,21240,4956,15983.0,301.0,,,,658,,,
14-07-2020,14-07-2020,Haryana,21894,4984,16602.0,308.0,,,,654,,,
15-07-2020,15-07-2020,Haryana,22628,5226,17090.0,312.0,,,,734,,,
16-07-2020,16-07-2020,Haryana,23306,5320,17667.0,319.0,,,,678,,,
17-07-2020,17-07-2020,Haryana,24002,5495,18185.0,322.0,,,,696,,,
18-07-2020,18-07-2020,Haryana,24797,5752,18718.0,327.0,,,,795,,,
19-07-2020,19-07-2020,Haryana,25547,5885,19318.0,344.0,,,,750,,,
20-07-2020,20-07-2020,Haryana,26164,6022,19793.0,349.0,,,,617,,,
21-07-2020,21-07-2020,Haryana,26858,6277,20226.0,355.0,,,,694,,,
22-07-2020,22-07-2020,Haryana,27462,6146,20952.0,364.0,,,,604,,,
23-07-2020,23-07-2020,Haryana,28186,6117,21697.0,372.0,,,,724,,,
24-07-2020,24-07-2020,Haryana,28975,6348,22249.0,378.0,,,,789,,,
25-07-2020,25-07-2020,Haryana,29755,6420,22953.0,382.0,,,,780,,,
26-07-2020,26-07-2020,Haryana,30538,6495,23654.0,389.0,,,,783,,,
27-07-2020,27-07-2020,Haryana,31332,6556,24384.0,392.0,,,,794,,,
28-07-2020,28-07-2020,Haryana,32127,6684,25046.0,397.0,,,,795,,,
29-07-2020,29-07-2020,Haryana,32876,6712,25758.0,406.0,,,,749,,,
30-07-2020,30-07-2020,Haryana,,,,,32930.0,33019.037020074196,32841.945195346816,,,,
31-07-2020,31-07-2020,Haryana,,,,,33779.0,33941.017384464474,33617.71229206251,,849.0,921.9803643902778,775.7670967156955
01-08-2020,01-08-2020,Haryana,,,,,34636.0,34875.81041985564,34396.21805671956,,857.0,934.7930353911652,778.5057646570494
02-08-2020,02-08-2020,Haryana,,,,,35500.0,35822.82317526409,35176.38901447843,,864.0,947.0127554084538,780.1709577588699
03-08-2020,03-08-2020,Haryana,,,,,36398.0,36808.766030096616,35988.02984293248,,898.0,985.9428548325232,811.6408284540521
04-08-2020,04-08-2020,Haryana,,,,,37297.0,37813.029658190426,36781.203676347286,,899.0,1004.2636280938095,793.1738334148031
05-08-2020,05-08-2020,Haryana,,,,,38178.0,38817.91611746443,37538.20837504941,,881.0,1004.8864592740065,757.0046987021269
06-08-2020,06-08-2020,Haryana,,,,,39071.0,39846.205364136804,38296.14215100541,,893.0,1028.2892466723715,757.9337759560003
07-08-2020,07-08-2020,Haryana,,,,,39965.0,40892.90778635101,39037.18609994623,,894.0,1046.7024222142063,741.0439489408163
08-08-2020,08-08-2020,Haryana,,,,,40842.0,41939.43047385996,39744.802579990326,,877.0,1046.5226875089502,707.6164800440965
09-08-2020,09-08-2020,Haryana,,,,,41731.0,43003.53888362354,40457.86128255308,,889.0,1064.108409763583,713.0587025627538
10-08-2020,10-08-2020,Haryana,,,,,42636.0,44090.95553676055,41181.51415267581,,905.0,1087.4166531370065,723.6528701227289
11-08-2020,11-08-2020,Haryana,,,,,43540.0,45183.97130038524,41895.22080397903,,904.0,1093.0157636246877,713.7066513032187
12-08-2020,12-08-2020,Haryana,,,,,44455.0,46291.34800398536,42619.51709094073,,915.0,1107.3767036001227,724.296286961704
13-08-2020,13-08-2020,Haryana,,,,,45393.0,47422.44071768672,43363.0913593486,,938.0,1131.0927137013568,743.574268407865
14-08-2020,14-08-2020,Haryana,,,,,46331.0,48561.2310074322,44101.05370441443,,938.0,1138.7902897454842,737.9623450658328
15-08-2020,15-08-2020,Haryana,,,,,47272.0,49707.83307863861,44836.49661004795,,941.0,1146.6020712064055,735.4429056335211
16-08-2020,16-08-2020,Haryana,,,,,48227.0,50873.132431245955,45580.83462320202,,955.0,1165.2993526073478,744.3380131540689
17-08-2020,17-08-2020,Haryana,,,,,49182.0,52046.93976082908,46316.627774572094,,955.0,1173.8073295831273,735.7931513700751
18-08-2020,18-08-2020,Haryana,,,,,50133.0,53225.28259238565,47041.29595517065,,951.0,1178.3428315565689,724.6681805985572
19-08-2020,19-08-2020,Haryana,,,,,51095.0,54419.606885329325,47770.64665503503,,962.0,1194.3242929436747,729.3506998643788
20-08-2020,20-08-2020,Haryana,,,,,52062.0,55626.37119643306,48498.4978516205,,967.0,1206.7643111037323,727.8511965854705
21-08-2020,21-08-2020,Haryana,,,,,53030.0,56839.39158911537,49219.67662383845,,968.0,1213.0203926823087,721.1787722179506
22-08-2020,22-08-2020,Haryana,,,,,54008.0,58067.3845949683,49947.87961705425,,978.0,1227.9930058529353,728.2029932157966
23-08-2020,23-08-2020,Haryana,,,,,54997.0,59310.67510475435,50682.42891005712,,989.0,1243.2905097860494,734.5492930028704
24-08-2020,24-08-2020,Haryana,,,,,55988.0,60561.573202093285,51414.347813831635,,991.0,1250.8980973389334,731.9189037745164
25-08-2020,25-08-2020,Haryana,,,,,56988.0,61824.46017318346,52150.69227410139,,1000.0,1262.8869710901781,736.3444602697564
26-08-2020,26-08-2020,Haryana,,,,,57998.0,63101.901854834316,52893.24632278425,,1010.0,1277.4416816508528,742.5540486828613
27-08-2020,27-08-2020,Haryana,,,,,59010.0,64386.958512635014,53632.576543366464,,1012.0,1285.0566578006983,739.330220582211
21-03-2020,21-03-2020,Himachal Pradesh,2,2,0.0,0.0,,,,,,,
22-03-2020,22-03-2020,Himachal Pradesh,2,2,0.0,0.0,,,,0,,,
23-03-2020,23-03-2020,Himachal Pradesh,2,2,0.0,0.0,,,,0,,,
24-03-2020,24-03-2020,Himachal Pradesh,3,2,0.0,1.0,,,,1,,,
25-03-2020,25-03-2020,Himachal Pradesh,3,2,0.0,1.0,,,,0,,,
26-03-2020,26-03-2020,Himachal Pradesh,3,2,0.0,1.0,,,,0,,,
27-03-2020,27-03-2020,Himachal Pradesh,3,2,0.0,1.0,,,,0,,,
28-03-2020,28-03-2020,Himachal Pradesh,3,2,0.0,1.0,,,,0,,,
29-03-2020,29-03-2020,Himachal Pradesh,3,2,0.0,1.0,,,,0,,,
30-03-2020,30-03-2020,Himachal Pradesh,3,2,0.0,1.0,,,,0,,,
31-03-2020,31-03-2020,Himachal Pradesh,3,2,0.0,1.0,,,,0,,,
01-04-2020,01-04-2020,Himachal Pradesh,3,2,0.0,1.0,,,,0,,,
02-04-2020,02-04-2020,Himachal Pradesh,3,1,1.0,1.0,,,,0,,,
03-04-2020,03-04-2020,Himachal Pradesh,6,4,1.0,1.0,,,,3,,,
04-04-2020,04-04-2020,Himachal Pradesh,6,4,1.0,1.0,,,,0,,,
05-04-2020,05-04-2020,Himachal Pradesh,6,4,1.0,1.0,,,,0,,,
06-04-2020,06-04-2020,Himachal Pradesh,13,11,1.0,1.0,,,,7,,,
07-04-2020,07-04-2020,Himachal Pradesh,13,10,2.0,1.0,,,,0,,,
08-04-2020,08-04-2020,Himachal Pradesh,18,15,2.0,1.0,,,,5,,,
09-04-2020,09-04-2020,Himachal Pradesh,18,15,2.0,1.0,,,,0,,,
10-04-2020,10-04-2020,Himachal Pradesh,18,15,2.0,1.0,,,,0,,,
11-04-2020,11-04-2020,Himachal Pradesh,28,21,6.0,1.0,,,,10,,,
12-04-2020,12-04-2020,Himachal Pradesh,32,25,6.0,1.0,,,,4,,,
13-04-2020,13-04-2020,Himachal Pradesh,32,18,13.0,1.0,,,,0,,,
14-04-2020,14-04-2020,Himachal Pradesh,32,18,13.0,1.0,,,,0,,,
15-04-2020,15-04-2020,Himachal Pradesh,33,19,13.0,1.0,,,,1,,,
16-04-2020,16-04-2020,Himachal Pradesh,35,18,16.0,1.0,,,,2,,,
17-04-2020,17-04-2020,Himachal Pradesh,35,18,16.0,1.0,,,,0,,,
18-04-2020,18-04-2020,Himachal Pradesh,36,19,16.0,1.0,,,,1,,,
19-04-2020,19-04-2020,Himachal Pradesh,39,22,16.0,1.0,,,,3,,,
20-04-2020,20-04-2020,Himachal Pradesh,39,22,16.0,1.0,,,,0,,,
21-04-2020,21-04-2020,Himachal Pradesh,39,22,16.0,1.0,,,,0,,,
22-04-2020,22-04-2020,Himachal Pradesh,39,22,16.0,1.0,,,,0,,,
23-04-2020,23-04-2020,Himachal Pradesh,40,21,18.0,1.0,,,,1,,,
24-04-2020,24-04-2020,Himachal Pradesh,40,21,18.0,1.0,,,,0,,,
25-04-2020,25-04-2020,Himachal Pradesh,40,21,18.0,1.0,,,,0,,,
26-04-2020,26-04-2020,Himachal Pradesh,40,17,22.0,1.0,,,,0,,,
27-04-2020,27-04-2020,Himachal Pradesh,40,17,22.0,1.0,,,,0,,,
28-04-2020,28-04-2020,Himachal Pradesh,40,17,22.0,1.0,,,,0,,,
29-04-2020,29-04-2020,Himachal Pradesh,40,14,25.0,1.0,,,,0,,,
30-04-2020,30-04-2020,Himachal Pradesh,40,14,25.0,1.0,,,,0,,,
01-05-2020,01-05-2020,Himachal Pradesh,40,11,28.0,1.0,,,,0,,,
02-05-2020,02-05-2020,Himachal Pradesh,40,9,30.0,1.0,,,,0,,,
03-05-2020,03-05-2020,Himachal Pradesh,40,6,33.0,1.0,,,,0,,,
04-05-2020,04-05-2020,Himachal Pradesh,40,5,34.0,1.0,,,,0,,,
05-05-2020,05-05-2020,Himachal Pradesh,41,6,34.0,1.0,,,,1,,,
06-05-2020,06-05-2020,Himachal Pradesh,42,2,38.0,2.0,,,,1,,,
07-05-2020,07-05-2020,Himachal Pradesh,45,5,38.0,2.0,,,,3,,,
08-05-2020,08-05-2020,Himachal Pradesh,46,6,38.0,2.0,,,,1,,,
09-05-2020,09-05-2020,Himachal Pradesh,50,10,38.0,2.0,,,,4,,,
10-05-2020,10-05-2020,Himachal Pradesh,50,10,38.0,2.0,,,,0,,,
11-05-2020,11-05-2020,Himachal Pradesh,55,14,39.0,2.0,,,,5,,,
12-05-2020,12-05-2020,Himachal Pradesh,59,18,39.0,2.0,,,,4,,,
13-05-2020,13-05-2020,Himachal Pradesh,65,24,39.0,2.0,,,,6,,,
14-05-2020,14-05-2020,Himachal Pradesh,66,25,39.0,2.0,,,,1,,,
15-05-2020,15-05-2020,Himachal Pradesh,74,33,39.0,2.0,,,,8,,,
16-05-2020,16-05-2020,Himachal Pradesh,76,34,39.0,3.0,,,,2,,,
17-05-2020,17-05-2020,Himachal Pradesh,78,32,43.0,3.0,,,,2,,,
18-05-2020,18-05-2020,Himachal Pradesh,80,33,44.0,3.0,,,,2,,,
19-05-2020,19-05-2020,Himachal Pradesh,90,43,44.0,3.0,,,,10,,,
20-05-2020,20-05-2020,Himachal Pradesh,92,42,47.0,3.0,,,,2,,,
21-05-2020,21-05-2020,Himachal Pradesh,110,53,54.0,3.0,,,,18,,,
22-05-2020,22-05-2020,Himachal Pradesh,152,90,59.0,3.0,,,,42,,,
23-05-2020,23-05-2020,Himachal Pradesh,168,106,59.0,3.0,,,,16,,,
24-05-2020,24-05-2020,Himachal Pradesh,185,121,61.0,3.0,,,,17,,,
25-05-2020,25-05-2020,Himachal Pradesh,203,137,63.0,3.0,,,,18,,,
26-05-2020,26-05-2020,Himachal Pradesh,223,151,67.0,5.0,,,,20,,,
27-05-2020,27-05-2020,Himachal Pradesh,247,175,67.0,5.0,,,,24,,,
28-05-2020,28-05-2020,Himachal Pradesh,273,198,70.0,5.0,,,,26,,,
29-05-2020,29-05-2020,Himachal Pradesh,276,201,70.0,5.0,,,,3,,,
