Date,Date,Region,Confirmed_Cases,Active_Cases,Cured/Discharged,Death,Forecasted,Forecasted_high,Forecasted_low
07-06-2020,07-06-2020,Jharkhand,1000,520,473.0,7.0,,,
08-06-2020,08-06-2020,Jharkhand,1099,602,490.0,7.0,,,
09-06-2020,09-06-2020,Jharkhand,1256,730,519.0,7.0,,,
10-06-2020,10-06-2020,Jharkhand,1411,844,559.0,8.0,,,
11-06-2020,11-06-2020,Jharkhand,1489,889,592.0,8.0,,,
12-06-2020,12-06-2020,Jharkhand,1599,961,630.0,8.0,,,
13-06-2020,13-06-2020,Jharkhand,1617,937,672.0,8.0,,,
14-06-2020,14-06-2020,Jharkhand,1711,887,816.0,8.0,,,
15-06-2020,15-06-2020,Jharkhand,1745,832,905.0,8.0,,,
16-06-2020,16-06-2020,Jharkhand,1763,850,905.0,8.0,,,
17-06-2020,17-06-2020,Jharkhand,1839,709,1121.0,9.0,,,
18-06-2020,18-06-2020,Jharkhand,1895,734,1151.0,10.0,,,
19-06-2020,19-06-2020,Jharkhand,1920,711,1198.0,11.0,,,
20-06-2020,20-06-2020,Jharkhand,1965,622,1332.0,11.0,,,
21-06-2020,21-06-2020,Jharkhand,1965,619,1335.0,11.0,,,
22-06-2020,22-06-2020,Jharkhand,2073,656,1406.0,11.0,,,
23-06-2020,23-06-2020,Jharkhand,2137,657,1469.0,11.0,,,
24-06-2020,24-06-2020,Jharkhand,2185,654,1520.0,11.0,,,
25-06-2020,25-06-2020,Jharkhand,2207,626,1570.0,11.0,,,
26-06-2020,26-06-2020,Jharkhand,2262,645,1605.0,12.0,,,
27-06-2020,27-06-2020,Jharkhand,2290,635,1643.0,12.0,,,
28-06-2020,28-06-2020,Jharkhand,2339,603,1724.0,12.0,,,
29-06-2020,29-06-2020,Jharkhand,2364,559,1793.0,12.0,,,
30-06-2020,30-06-2020,Jharkhand,2426,566,1845.0,15.0,,,
01-07-2020,01-07-2020,Jharkhand,2490,591,1884.0,15.0,,,
02-07-2020,02-07-2020,Jharkhand,2521,575,1931.0,15.0,,,
03-07-2020,03-07-2020,Jharkhand,2584,586,1983.0,15.0,,,
04-07-2020,04-07-2020,Jharkhand,2695,679,2001.0,15.0,,,
05-07-2020,05-07-2020,Jharkhand,2739,687,2035.0,17.0,,,
06-07-2020,06-07-2020,Jharkhand,2781,717,2045.0,19.0,,,
07-07-2020,07-07-2020,Jharkhand,2847,759,2068.0,20.0,,,
08-07-2020,08-07-2020,Jharkhand,2996,870,2104.0,22.0,,,
09-07-2020,09-07-2020,Jharkhand,3096,904,2170.0,22.0,,,
10-07-2020,10-07-2020,Jharkhand,3246,1015,2208.0,23.0,,,
11-07-2020,11-07-2020,Jharkhand,3419,1172,2224.0,23.0,,,
12-07-2020,12-07-2020,Jharkhand,3613,1347,2243.0,23.0,,,
13-07-2020,13-07-2020,Jharkhand,3756,1418,2308.0,30.0,,,
14-07-2020,14-07-2020,Jharkhand,3898,1514,2351.0,33.0,,,
15-07-2020,15-07-2020,Jharkhand,4091,1628,2427.0,36.0,,,
16-07-2020,16-07-2020,Jharkhand,4320,1797,2485.0,38.0,,,
17-07-2020,17-07-2020,Jharkhand,4624,2069,2513.0,42.0,,,
18-07-2020,18-07-2020,Jharkhand,4921,2305,2570.0,46.0,,,
19-07-2020,19-07-2020,Jharkhand,5342,2685,2611.0,46.0,,,
20-07-2020,20-07-2020,Jharkhand,5535,2770,2716.0,49.0,,,
21-07-2020,21-07-2020,Jharkhand,5756,2893,2810.0,53.0,,,
22-07-2020,22-07-2020,Jharkhand,6159,3200,2904.0,55.0,,,
23-07-2020,23-07-2020,Jharkhand,6485,3397,3024.0,64.0,,,
24-07-2020,24-07-2020,Jharkhand,6975,3734,3174.0,67.0,,,
25-07-2020,25-07-2020,Jharkhand,7493,4116,3307.0,70.0,,,
26-07-2020,26-07-2020,Jharkhand,7836,4329,3425.0,82.0,,,
27-07-2020,27-07-2020,Jharkhand,8275,4486,3704.0,85.0,,,
28-07-2020,28-07-2020,Jharkhand,8683,4824,3770.0,89.0,,,
29-07-2020,29-07-2020,Jharkhand,9078,5121,3868.0,89.0,,,
29-07-2020,29-07-2020,Jharkhand,,,,,9111.0,9183.13807642373,9038.470713117138
30-07-2020,30-07-2020,Jharkhand,,,,,9675.0,9798.017103268288,9552.066139363993
31-07-2020,31-07-2020,Jharkhand,,,,,10199.0,10375.550365891575,10022.251777779582
01-08-2020,01-08-2020,Jharkhand,,,,,10751.0,10993.329089567645,10509.305106303176
02-08-2020,02-08-2020,Jharkhand,,,,,11294.0,11596.833321172804,10991.47399172039
03-08-2020,03-08-2020,Jharkhand,,,,,11764.0,12137.047111414251,11391.105862553997
04-08-2020,04-08-2020,Jharkhand,,,,,12306.0,12765.52150421559,11845.931642429678
05-08-2020,05-08-2020,Jharkhand,,,,,12865.0,13424.018968066659,12305.282958694657
06-08-2020,06-08-2020,Jharkhand,,,,,13447.0,14127.125767874688,12767.449771645643
07-08-2020,07-08-2020,Jharkhand,,,,,14090.0,14895.627498413472,13283.871038140525
08-08-2020,08-08-2020,Jharkhand,,,,,14690.0,15625.95026992486,13753.137197036825
09-08-2020,09-08-2020,Jharkhand,,,,,15285.0,16360.998377197575,14208.99420390719
10-08-2020,10-08-2020,Jharkhand,,,,,15885.0,17106.22126278071,14663.787177925893
11-08-2020,11-08-2020,Jharkhand,,,,,16472.0,17851.832958591873,15092.33843574399
12-08-2020,12-08-2020,Jharkhand,,,,,17114.0,18667.281158703554,15561.328484770638
13-08-2020,13-08-2020,Jharkhand,,,,,17775.0,19511.602266287966,16039.194168953854
14-08-2020,14-08-2020,Jharkhand,,,,,18439.0,20369.743420127972,16509.211197146626
15-08-2020,15-08-2020,Jharkhand,,,,,19118.0,21248.29778504048,16987.62841219586
16-08-2020,16-08-2020,Jharkhand,,,,,19769.0,22105.444259108088,17431.735149136206
17-08-2020,17-08-2020,Jharkhand,,,,,20423.0,22976.150846152726,17869.36575863664
18-08-2020,18-08-2020,Jharkhand,,,,,21097.0,23876.220875460214,18317.441505438404
19-08-2020,19-08-2020,Jharkhand,,,,,21780.0,24796.87167219053,18762.836974873273
20-08-2020,20-08-2020,Jharkhand,,,,,22494.0,25759.187312974478,19228.83711343097
21-08-2020,21-08-2020,Jharkhand,,,,,23213.0,26733.276775659775,19691.76809498814
22-08-2020,22-08-2020,Jharkhand,,,,,23923.0,27706.961754074087,20138.71413733183
23-08-2020,23-08-2020,Jharkhand,,,,,24637.0,28691.297616705437,20582.440684969362
24-08-2020,24-08-2020,Jharkhand,,,,,25344.0,29677.07637375983,21011.638369198794
25-08-2020,25-08-2020,Jharkhand,,,,,26066.0,30686.381650463285,21444.73152984382
26-08-2020,26-08-2020,Jharkhand,,,,,26807.0,31725.360361483683,21889.487228386868
12-03-2020,12-03-2020,Karnataka,4,4,0.0,0.0,,,
13-03-2020,13-03-2020,Karnataka,5,4,0.0,1.0,,,
14-03-2020,14-03-2020,Karnataka,6,5,0.0,1.0,,,
15-03-2020,15-03-2020,Karnataka,6,5,0.0,1.0,,,
16-03-2020,16-03-2020,Karnataka,6,5,0.0,1.0,,,
17-03-2020,17-03-2020,Karnataka,11,10,0.0,1.0,,,
18-03-2020,18-03-2020,Karnataka,11,10,0.0,1.0,,,
19-03-2020,19-03-2020,Karnataka,14,13,0.0,1.0,,,
20-03-2020,20-03-2020,Karnataka,15,14,0.0,1.0,,,
21-03-2020,21-03-2020,Karnataka,15,13,1.0,1.0,,,
22-03-2020,22-03-2020,Karnataka,26,23,2.0,1.0,,,
23-03-2020,23-03-2020,Karnataka,33,30,2.0,1.0,,,
24-03-2020,24-03-2020,Karnataka,37,34,2.0,1.0,,,
25-03-2020,25-03-2020,Karnataka,37,33,3.0,1.0,,,
26-03-2020,26-03-2020,Karnataka,41,37,3.0,1.0,,,
27-03-2020,27-03-2020,Karnataka,55,50,3.0,2.0,,,
28-03-2020,28-03-2020,Karnataka,55,50,3.0,2.0,,,
29-03-2020,29-03-2020,Karnataka,76,68,5.0,3.0,,,
30-03-2020,30-03-2020,Karnataka,80,72,5.0,3.0,,,
31-03-2020,31-03-2020,Karnataka,83,75,5.0,3.0,,,
01-04-2020,01-04-2020,Karnataka,101,90,8.0,3.0,,,
02-04-2020,02-04-2020,Karnataka,110,98,9.0,3.0,,,
03-04-2020,03-04-2020,Karnataka,124,111,10.0,3.0,,,
04-04-2020,04-04-2020,Karnataka,128,113,12.0,3.0,,,
05-04-2020,05-04-2020,Karnataka,144,128,12.0,4.0,,,
06-04-2020,06-04-2020,Karnataka,151,135,12.0,4.0,,,
07-04-2020,07-04-2020,Karnataka,151,135,12.0,4.0,,,
08-04-2020,08-04-2020,Karnataka,175,146,25.0,4.0,,,
09-04-2020,09-04-2020,Karnataka,181,148,28.0,5.0,,,
10-04-2020,10-04-2020,Karnataka,181,148,28.0,5.0,,,
11-04-2020,11-04-2020,Karnataka,207,170,31.0,6.0,,,
12-04-2020,12-04-2020,Karnataka,214,171,37.0,6.0,,,
13-04-2020,13-04-2020,Karnataka,232,169,57.0,6.0,,,
14-04-2020,14-04-2020,Karnataka,247,182,59.0,6.0,,,
15-04-2020,15-04-2020,Karnataka,260,179,71.0,10.0,,,
16-04-2020,16-04-2020,Karnataka,279,187,80.0,12.0,,,
17-04-2020,17-04-2020,Karnataka,315,220,82.0,13.0,,,
18-04-2020,18-04-2020,Karnataka,359,257,89.0,13.0,,,
19-04-2020,19-04-2020,Karnataka,384,266,104.0,14.0,,,
20-04-2020,20-04-2020,Karnataka,390,263,111.0,16.0,,,
21-04-2020,21-04-2020,Karnataka,408,280,112.0,16.0,,,
22-04-2020,22-04-2020,Karnataka,418,272,129.0,17.0,,,
23-04-2020,23-04-2020,Karnataka,427,279,131.0,17.0,,,
24-04-2020,24-04-2020,Karnataka,445,283,145.0,17.0,,,
25-04-2020,25-04-2020,Karnataka,474,304,152.0,18.0,,,
26-04-2020,26-04-2020,Karnataka,500,324,158.0,18.0,,,
27-04-2020,27-04-2020,Karnataka,503,302,182.0,19.0,,,
28-04-2020,28-04-2020,Karnataka,512,299,193.0,20.0,,,
29-04-2020,29-04-2020,Karnataka,523,296,207.0,20.0,,,
30-04-2020,30-04-2020,Karnataka,535,298,216.0,21.0,,,
01-05-2020,01-05-2020,Karnataka,565,315,229.0,21.0,,,
02-05-2020,02-05-2020,Karnataka,589,316,251.0,22.0,,,
03-05-2020,03-05-2020,Karnataka,601,305,271.0,25.0,,,
04-05-2020,04-05-2020,Karnataka,614,296,293.0,25.0,,,
05-05-2020,05-05-2020,Karnataka,651,303,321.0,27.0,,,
06-05-2020,06-05-2020,Karnataka,671,311,331.0,29.0,,,
07-05-2020,07-05-2020,Karnataka,693,310,354.0,29.0,,,
08-05-2020,08-05-2020,Karnataka,705,309,366.0,30.0,,,
09-05-2020,09-05-2020,Karnataka,753,347,376.0,30.0,,,
10-05-2020,10-05-2020,Karnataka,794,378,386.0,30.0,,,
11-05-2020,11-05-2020,Karnataka,848,393,424.0,31.0,,,
12-05-2020,12-05-2020,Karnataka,862,405,426.0,31.0,,,
13-05-2020,13-05-2020,Karnataka,925,461,433.0,31.0,,,
14-05-2020,14-05-2020,Karnataka,959,475,451.0,33.0,,,
15-05-2020,15-05-2020,Karnataka,987,492,460.0,35.0,,,
16-05-2020,16-05-2020,Karnataka,1056,540,480.0,36.0,,,
17-05-2020,17-05-2020,Karnataka,1092,560,496.0,36.0,,,
18-05-2020,18-05-2020,Karnataka,1147,601,509.0,37.0,,,
19-05-2020,19-05-2020,Karnataka,1246,679,530.0,37.0,,,
20-05-2020,20-05-2020,Karnataka,1397,813,544.0,40.0,,,
21-05-2020,21-05-2020,Karnataka,1462,865,556.0,41.0,,,
22-05-2020,22-05-2020,Karnataka,1605,993,571.0,41.0,,,
23-05-2020,23-05-2020,Karnataka,1743,1105,597.0,41.0,,,
24-05-2020,24-05-2020,Karnataka,1959,1309,608.0,42.0,,,
25-05-2020,25-05-2020,Karnataka,2089,1393,654.0,42.0,,,
26-05-2020,26-05-2020,Karnataka,2182,1433,705.0,44.0,,,
27-05-2020,27-05-2020,Karnataka,2283,1491,748.0,44.0,,,
28-05-2020,28-05-2020,Karnataka,2418,1590,781.0,47.0,,,
29-05-2020,29-05-2020,Karnataka,2533,1652,834.0,47.0,,,
30-05-2020,30-05-2020,Karnataka,2781,1839,894.0,48.0,,,
31-05-2020,31-05-2020,Karnataka,2922,1877,997.0,48.0,,,
01-06-2020,01-06-2020,Karnataka,3221,1952,1218.0,51.0,,,
02-06-2020,02-06-2020,Karnataka,3408,2028,1328.0,52.0,,,
03-06-2020,03-06-2020,Karnataka,3796,2341,1403.0,52.0,,,
04-06-2020,04-06-2020,Karnataka,4063,2496,1514.0,53.0,,,
05-06-2020,05-06-2020,Karnataka,4320,2653,1610.0,57.0,,,
06-06-2020,06-06-2020,Karnataka,4835,3090,1688.0,57.0,,,
07-06-2020,07-06-2020,Karnataka,5213,3186,1968.0,59.0,,,
08-06-2020,08-06-2020,Karnataka,5452,3259,2132.0,61.0,,,
09-06-2020,09-06-2020,Karnataka,5760,3177,2519.0,64.0,,,
10-06-2020,10-06-2020,Karnataka,5921,3251,2604.0,66.0,,,
11-06-2020,11-06-2020,Karnataka,6041,3110,2862.0,69.0,,,
12-06-2020,12-06-2020,Karnataka,6245,3196,2977.0,72.0,,,
13-06-2020,13-06-2020,Karnataka,6516,2997,3440.0,79.0,,,
14-06-2020,14-06-2020,Karnataka,6824,3095,3648.0,81.0,,,
15-06-2020,15-06-2020,Karnataka,7000,2959,3955.0,86.0,,,
16-06-2020,16-06-2020,Karnataka,7213,2989,4135.0,89.0,,,
17-06-2020,17-06-2020,Karnataka,7530,2980,4456.0,94.0,,,
18-06-2020,18-06-2020,Karnataka,7734,2828,4804.0,102.0,,,
19-06-2020,19-06-2020,Karnataka,7944,2847,4983.0,114.0,,,
20-06-2020,20-06-2020,Karnataka,8281,2947,5210.0,124.0,,,
21-06-2020,21-06-2020,Karnataka,8697,3174,5391.0,132.0,,,
22-06-2020,22-06-2020,Karnataka,9150,3395,5618.0,137.0,,,
23-06-2020,23-06-2020,Karnataka,9399,3527,5730.0,142.0,,,
24-06-2020,24-06-2020,Karnataka,9721,3567,6004.0,150.0,,,
25-06-2020,25-06-2020,Karnataka,10118,3803,6151.0,164.0,,,
26-06-2020,26-06-2020,Karnataka,10560,3720,6670.0,170.0,,,
27-06-2020,27-06-2020,Karnataka,11005,3909,6916.0,180.0,,,
28-06-2020,28-06-2020,Karnataka,11923,4445,7287.0,191.0,,,
29-06-2020,29-06-2020,Karnataka,13190,5476,7507.0,207.0,,,
30-06-2020,30-06-2020,Karnataka,14295,6386,7683.0,226.0,,,
01-07-2020,01-07-2020,Karnataka,15242,7078,7918.0,246.0,,,
02-07-2020,02-07-2020,Karnataka,16514,8198,8063.0,253.0,,,
03-07-2020,03-07-2020,Karnataka,18016,9410,8334.0,272.0,,,
04-07-2020,04-07-2020,Karnataka,19710,10612,8805.0,293.0,,,
05-07-2020,05-07-2020,Karnataka,21549,11970,9244.0,335.0,,,
06-07-2020,06-07-2020,Karnataka,23474,13255,9847.0,372.0,,,
07-07-2020,07-07-2020,Karnataka,25317,14389,10527.0,401.0,,,
08-07-2020,08-07-2020,Karnataka,26815,15301,11098.0,416.0,,,
09-07-2020,09-07-2020,Karnataka,28877,16531,11876.0,470.0,,,
10-07-2020,10-07-2020,Karnataka,31105,17786,12833.0,486.0,,,
11-07-2020,11-07-2020,Karnataka,33418,19039,13836.0,543.0,,,
12-07-2020,12-07-2020,Karnataka,36216,20887,14716.0,613.0,,,
13-07-2020,13-07-2020,Karnataka,38843,22750,15409.0,684.0,,,
14-07-2020,14-07-2020,Karnataka,41581,24576,16248.0,757.0,,,
15-07-2020,15-07-2020,Karnataka,44077,25845,17390.0,842.0,,,
16-07-2020,16-07-2020,Karnataka,47253,27859,18466.0,928.0,,,
17-07-2020,17-07-2020,Karnataka,51422,30661,19729.0,1032.0,,,
18-07-2020,18-07-2020,Karnataka,55115,33211,20757.0,1147.0,,,
19-07-2020,19-07-2020,Karnataka,59652,36637,21775.0,1240.0,,,
20-07-2020,20-07-2020,Karnataka,63772,39376,23065.0,1331.0,,,
21-07-2020,21-07-2020,Karnataka,67420,42222,23795.0,1403.0,,,
22-07-2020,22-07-2020,Karnataka,71069,44146,25459.0,1464.0,,,
23-07-2020,23-07-2020,Karnataka,75833,47075,27239.0,1519.0,,,
24-07-2020,24-07-2020,Karnataka,80863,49937,29310.0,1616.0,,,
25-07-2020,25-07-2020,Karnataka,85870,52799,31347.0,1724.0,,,
26-07-2020,26-07-2020,Karnataka,90942,55396,33750.0,1796.0,,,
27-07-2020,27-07-2020,Karnataka,96141,58425,35838.0,1878.0,,,
28-07-2020,28-07-2020,Karnataka,101465,61827,37685.0,1953.0,,,
29-07-2020,29-07-2020,Karnataka,107001,64442,40504.0,2055.0,,,
29-07-2020,29-07-2020,Karnataka,,,,,106845.0,107155.85430907132,106534.61190001838
30-07-2020,30-07-2020,Karnataka,,,,,112973.0,113566.8046392138,112378.7304850668
31-07-2020,31-07-2020,Karnataka,,,,,119446.0,120348.81002578464,118542.32010385052
01-08-2020,01-08-2020,Karnataka,,,,,125772.0,127028.91305904277,124515.98622837072
02-08-2020,02-08-2020,Karnataka,,,,,132144.0,133797.10340218095,130490.97080688183
03-08-2020,03-08-2020,Karnataka,,,,,138687.0,140793.29501538028,136580.61437299938
04-08-2020,04-08-2020,Karnataka,,,,,145420.0,148056.2934131464,142783.6982008121
05-08-2020,05-08-2020,Karnataka,,,,,152370.0,155685.49974311687,149053.8518267837
06-08-2020,06-08-2020,Karnataka,,,,,159780.0,163884.90904181925,155675.49076996653
07-08-2020,07-08-2020,Karnataka,,,,,167477.0,172416.76246984038,162537.42930550055
08-08-2020,08-08-2020,Karnataka,,,,,175056.0,180895.5017616758,169217.17574906896
09-08-2020,09-08-2020,Karnataka,,,,,182653.0,189466.9031156066,175839.19072564112
10-08-2020,10-08-2020,Karnataka,,,,,190479.0,198353.13025323665,182605.0420237284
11-08-2020,11-08-2020,Karnataka,,,,,198542.0,207578.90403136535,189504.40099172405
12-08-2020,12-08-2020,Karnataka,,,,,206845.0,217171.43964219847,196519.01665498674
13-08-2020,13-08-2020,Karnataka,,,,,215456.0,227179.35767027756,203732.88054274695
14-08-2020,14-08-2020,Karnataka,,,,,224254.0,237444.22235057206,211064.3786389797
15-08-2020,15-08-2020,Karnataka,,,,,232998.0,247731.53886698658,218264.45949666447
16-08-2020,16-08-2020,Karnataka,,,,,241777.0,258150.1074992052,225403.67259590243
17-08-2020,17-08-2020,Karnataka,,,,,250808.0,268924.2117446115,232691.67807283057
18-08-2020,18-08-2020,Karnataka,,,,,260100.0,280070.84643479367,240128.26550750423
19-08-2020,19-08-2020,Karnataka,,,,,269603.0,291547.0997628124,247659.24900012152
20-08-2020,20-08-2020,Karnataka,,,,,279313.0,303334.14491090324,255291.53757425342
21-08-2020,21-08-2020,Karnataka,,,,,289144.0,315327.4115507792,262961.47784083645
22-08-2020,22-08-2020,Karnataka,,,,,298976.0,327410.27773550537,270542.7031659846
23-08-2020,23-08-2020,Karnataka,,,,,308886.0,339677.6123910743,278094.6698555526
24-08-2020,24-08-2020,Karnataka,,,,,319046.0,352308.25885254965,285783.9645945682
25-08-2020,25-08-2020,Karnataka,,,,,329460.0,365306.94598516834,293613.4432134903
26-08-2020,26-08-2020,Karnataka,,,,,340046.0,378590.2095308492,301501.8079279458
12-03-2020,12-03-2020,Kerala,17,14,3.0,0.0,,,
13-03-2020,13-03-2020,Kerala,17,14,3.0,0.0,,,
14-03-2020,14-03-2020,Kerala,19,16,3.0,0.0,,,
15-03-2020,15-03-2020,Kerala,22,19,3.0,0.0,,,
16-03-2020,16-03-2020,Kerala,23,20,3.0,0.0,,,
17-03-2020,17-03-2020,Kerala,26,23,3.0,0.0,,,
18-03-2020,18-03-2020,Kerala,27,24,3.0,0.0,,,
19-03-2020,19-03-2020,Kerala,27,24,3.0,0.0,,,
20-03-2020,20-03-2020,Kerala,28,25,3.0,0.0,,,
21-03-2020,21-03-2020,Kerala,40,37,3.0,0.0,,,
22-03-2020,22-03-2020,Kerala,52,49,3.0,0.0,,,
23-03-2020,23-03-2020,Kerala,67,64,3.0,0.0,,,
24-03-2020,24-03-2020,Kerala,95,91,4.0,0.0,,,
25-03-2020,25-03-2020,Kerala,95,91,4.0,0.0,,,
26-03-2020,26-03-2020,Kerala,118,114,4.0,0.0,,,
27-03-2020,27-03-2020,Kerala,137,126,11.0,0.0,,,
28-03-2020,28-03-2020,Kerala,176,165,11.0,0.0,,,
29-03-2020,29-03-2020,Kerala,182,166,15.0,1.0,,,
30-03-2020,30-03-2020,Kerala,194,174,19.0,1.0,,,
31-03-2020,31-03-2020,Kerala,234,214,19.0,1.0,,,
01-04-2020,01-04-2020,Kerala,241,216,23.0,2.0,,,
02-04-2020,02-04-2020,Kerala,265,238,25.0,2.0,,,
03-04-2020,03-04-2020,Kerala,286,257,27.0,2.0,,,
04-04-2020,04-04-2020,Kerala,295,252,41.0,2.0,,,
05-04-2020,05-04-2020,Kerala,306,255,49.0,2.0,,,
06-04-2020,06-04-2020,Kerala,314,257,55.0,2.0,,,
07-04-2020,07-04-2020,Kerala,327,267,58.0,2.0,,,
08-04-2020,08-04-2020,Kerala,336,264,70.0,2.0,,,
09-04-2020,09-04-2020,Kerala,345,260,83.0,2.0,,,
10-04-2020,10-04-2020,Kerala,357,259,96.0,2.0,,,
11-04-2020,11-04-2020,Kerala,364,239,123.0,2.0,,,
12-04-2020,12-04-2020,Kerala,364,239,123.0,2.0,,,
13-04-2020,13-04-2020,Kerala,376,195,179.0,2.0,,,
14-04-2020,14-04-2020,Kerala,379,178,198.0,3.0,,,
15-04-2020,15-04-2020,Kerala,387,173,211.0,3.0,,,
16-04-2020,16-04-2020,Kerala,388,167,218.0,3.0,,,
17-04-2020,17-04-2020,Kerala,395,147,245.0,3.0,,,
18-04-2020,18-04-2020,Kerala,396,138,255.0,3.0,,,
19-04-2020,19-04-2020,Kerala,400,140,257.0,3.0,,,
20-04-2020,20-04-2020,Kerala,402,129,270.0,3.0,,,
21-04-2020,21-04-2020,Kerala,408,114,291.0,3.0,,,
22-04-2020,22-04-2020,Kerala,427,117,307.0,3.0,,,
23-04-2020,23-04-2020,Kerala,438,112,323.0,3.0,,,
24-04-2020,24-04-2020,Kerala,447,120,324.0,3.0,,,
25-04-2020,25-04-2020,Kerala,450,116,331.0,3.0,,,
26-04-2020,26-04-2020,Kerala,457,115,338.0,4.0,,,
27-04-2020,27-04-2020,Kerala,458,116,338.0,4.0,,,
28-04-2020,28-04-2020,Kerala,481,122,355.0,4.0,,,
29-04-2020,29-04-2020,Kerala,485,122,359.0,4.0,,,
30-04-2020,30-04-2020,Kerala,495,122,369.0,4.0,,,
01-05-2020,01-05-2020,Kerala,497,110,383.0,4.0,,,
02-05-2020,02-05-2020,Kerala,497,101,392.0,4.0,,,
03-05-2020,03-05-2020,Kerala,499,95,400.0,4.0,,,
04-05-2020,04-05-2020,Kerala,500,95,401.0,4.0,,,
05-05-2020,05-05-2020,Kerala,500,34,462.0,4.0,,,
06-05-2020,06-05-2020,Kerala,502,36,462.0,4.0,,,
07-05-2020,07-05-2020,Kerala,503,30,469.0,4.0,,,
08-05-2020,08-05-2020,Kerala,503,25,474.0,4.0,,,
09-05-2020,09-05-2020,Kerala,503,15,484.0,4.0,,,
10-05-2020,10-05-2020,Kerala,505,16,485.0,4.0,,,
11-05-2020,11-05-2020,Kerala,512,19,489.0,4.0,,,
12-05-2020,12-05-2020,Kerala,519,26,489.0,4.0,,,
13-05-2020,13-05-2020,Kerala,524,31,489.0,4.0,,,
14-05-2020,14-05-2020,Kerala,534,40,490.0,4.0,,,
15-05-2020,15-05-2020,Kerala,560,65,491.0,4.0,,,
16-05-2020,16-05-2020,Kerala,576,80,492.0,4.0,,,
17-05-2020,17-05-2020,Kerala,587,88,495.0,4.0,,,
18-05-2020,18-05-2020,Kerala,601,100,497.0,4.0,,,
19-05-2020,19-05-2020,Kerala,630,129,497.0,4.0,,,
20-05-2020,20-05-2020,Kerala,642,141,497.0,4.0,,,
21-05-2020,21-05-2020,Kerala,666,160,502.0,4.0,,,
22-05-2020,22-05-2020,Kerala,690,176,510.0,4.0,,,
23-05-2020,23-05-2020,Kerala,732,216,512.0,4.0,,,
24-05-2020,24-05-2020,Kerala,795,276,515.0,4.0,,,
25-05-2020,25-05-2020,Kerala,847,322,521.0,4.0,,,
26-05-2020,26-05-2020,Kerala,896,359,532.0,5.0,,,
27-05-2020,27-05-2020,Kerala,963,415,542.0,6.0,,,
28-05-2020,28-05-2020,Kerala,1004,445,552.0,7.0,,,
29-05-2020,29-05-2020,Kerala,1088,526,555.0,7.0,,,
30-05-2020,30-05-2020,Kerala,1150,577,565.0,8.0,,,
31-05-2020,31-05-2020,Kerala,1208,624,575.0,9.0,,,
01-06-2020,01-06-2020,Kerala,1269,670,590.0,9.0,,,
02-06-2020,02-06-2020,Kerala,1326,708,608.0,10.0,,,
03-06-2020,03-06-2020,Kerala,1412,774,627.0,11.0,,,
04-06-2020,04-06-2020,Kerala,1494,832,651.0,11.0,,,
05-06-2020,05-06-2020,Kerala,1588,884,690.0,14.0,,,
06-06-2020,06-06-2020,Kerala,1699,973,712.0,14.0,,,
07-06-2020,07-06-2020,Kerala,1807,1030,762.0,15.0,,,
08-06-2020,08-06-2020,Kerala,1914,1096,803.0,15.0,,,
09-06-2020,09-06-2020,Kerala,2005,1175,814.0,16.0,,,
10-06-2020,10-06-2020,Kerala,2096,1232,848.0,16.0,,,
11-06-2020,11-06-2020,Kerala,2161,1238,905.0,18.0,,,
12-06-2020,12-06-2020,Kerala,2244,1258,968.0,18.0,,,
13-06-2020,13-06-2020,Kerala,2322,1303,1000.0,19.0,,,
14-06-2020,14-06-2020,Kerala,2407,1342,1046.0,19.0,,,
15-06-2020,15-06-2020,Kerala,2461,1340,1102.0,19.0,,,
16-06-2020,16-06-2020,Kerala,2543,1348,1175.0,20.0,,,
17-06-2020,17-06-2020,Kerala,2622,1366,1236.0,20.0,,,
18-06-2020,18-06-2020,Kerala,2697,1351,1326.0,20.0,,,
19-06-2020,19-06-2020,Kerala,2794,1358,1415.0,21.0,,,
20-06-2020,20-06-2020,Kerala,2912,1380,1511.0,21.0,,,
21-06-2020,21-06-2020,Kerala,3039,1450,1568.0,21.0,,,
22-06-2020,22-06-2020,Kerala,3172,1490,1661.0,21.0,,,
23-06-2020,23-06-2020,Kerala,3310,1540,1749.0,21.0,,,
24-06-2020,24-06-2020,Kerala,3451,1620,1809.0,22.0,,,
25-06-2020,25-06-2020,Kerala,3603,1693,1888.0,22.0,,,
26-06-2020,26-06-2020,Kerala,3726,1761,1943.0,22.0,,,
27-06-2020,27-06-2020,Kerala,3876,1846,2008.0,22.0,,,
28-06-2020,28-06-2020,Kerala,4071,1939,2110.0,22.0,,,
29-06-2020,29-06-2020,Kerala,4189,2015,2152.0,22.0,,,
30-06-2020,30-06-2020,Kerala,4189,2015,2152.0,22.0,,,
01-07-2020,01-07-2020,Kerala,4442,2112,2306.0,24.0,,,
02-07-2020,02-07-2020,Kerala,4593,2130,2439.0,24.0,,,
03-07-2020,03-07-2020,Kerala,4753,2088,2640.0,25.0,,,
04-07-2020,04-07-2020,Kerala,4964,2098,2841.0,25.0,,,
05-07-2020,05-07-2020,Kerala,5204,2131,3048.0,25.0,,,
06-07-2020,06-07-2020,Kerala,5429,2230,3174.0,25.0,,,
07-07-2020,07-07-2020,Kerala,5622,2254,3341.0,27.0,,,
08-07-2020,08-07-2020,Kerala,5894,2415,3452.0,27.0,,,
