Date,Region,Confirmed_Cases,Active_Cases,Cured/Discharged,Death,Forecasted,Forecasted_high,Forecasted_low,Confirmed_Cases_Daywise,Active_Cases_Daywise,Forecasted_Cases_Daywise,Forecasted_Cases_high_Daywise,Forecasted_Cases_low_Daywise,Forecasted_active,Forecasted_active_high,Forecasted_active_low,Forecasted_Active_Cases_Daywise,Forecasted_Active_Cases_high_Daywise,Forecasted_Active_Cases_low_Daywise
16-10-2020,Arunachal Pradesh,,,,,13634,14299.845319807888,12967.227043184359,,,230.0,288.41219471096156,170.47230524878432,3772.0,4159.923666915872,3383.731715839037,54.0,72.32787117799398,35.0204336886145
17-10-2020,Arunachal Pradesh,,,,,13886,14613.930322713768,13158.486653267471,,,252.0,314.0850029058802,191.25961008311242,3825.0,4230.340993563403,3419.3805727759054,53.0,70.4173266475309,35.64885693686847
18-10-2020,Arunachal Pradesh,,,,,14159,14949.95863453818,13368.601993499371,,,273.0,336.0283118244115,210.1153402318996,3880.0,4302.904612798182,3457.379535195425,55.0,72.56361923477925,37.99896241951956
19-10-2020,Arunachal Pradesh,,,,,14395,15248.826712441947,13541.409785933327,,,236.0,298.8680779037677,172.8077924339559,3934.0,4373.854345590305,3495.1268383898273,54.0,70.94973279212263,37.74730319440232
20-10-2020,Arunachal Pradesh,,,,,14659,15581.106439156318,13737.768932334724,,,264.0,332.27972671437055,196.35914640139708,3988.0,4443.682946123543,3533.038094018308,54.0,69.82860053323839,37.91125562848083
21-10-2020,Arunachal Pradesh,,,,,14926,15914.576733092406,13938.073635136505,,,267.0,333.47029393608864,200.30470280178088,4044.0,4515.275212942206,3573.6214029840344,56.0,71.59226681866312,40.583308965726246
22-10-2020,Arunachal Pradesh,,,,,15175,16233.387446350527,14117.161327329879,,,249.0,318.8107132581208,179.0876921933741,4100.0,4585.858878948877,3614.469878472805,56.0,70.58366600667068,40.84847548877042
23-10-2020,Arunachal Pradesh,,,,,15438,16566.989128677254,14308.490556240999,,,263.0,333.6016823267273,191.32922891111957,4155.0,4655.4427066483995,3654.9220641777074,55.0,69.58382769952277,40.452185704902604
24-10-2020,Arunachal Pradesh,,,,,15715,16916.1548119576,14513.566890369824,,,277.0,349.16568328034555,205.0763341288257,4212.0,4726.3175863807,3697.2387446398725,57.0,70.87487973230054,42.316680462165095
25-10-2020,Arunachal Pradesh,,,,,15954,17229.245597979218,14678.392788544186,,,239.0,313.09078602161753,164.825898174362,4269.0,4796.853174872439,3740.410437589525,57.0,70.53558849173896,43.171692949652424
26-10-2020,Arunachal Pradesh,,,,,16244,17594.746631000242,14892.405661387309,,,290.0,365.50103302102434,214.01287284312275,4325.0,4866.6583249194255,3783.474257033088,56.0,69.80515004698645,43.06381944356326
27-10-2020,Arunachal Pradesh,,,,,16497,17924.088129357955,15069.24001300588,,,253.0,329.34149835771314,176.8343516185705,4382.0,4937.224060471621,3827.614462519628,57.0,70.56573555219529,44.1402054865398
28-10-2020,Arunachal Pradesh,,,,,16765,18270.774584960556,15258.614921756052,,,268.0,346.6864556026012,189.37490875017284,4440.0,5007.763844127678,3872.56064559299,58.0,70.5397836560569,44.946183073362135
29-10-2020,Arunachal Pradesh,,,,,17041,18626.426563896333,15454.74001832372,,,276.0,355.65197893577715,196.12509656766815,4498.0,5077.944996173104,3917.8042954350913,58.0,70.18115204542664,45.24364984210115
30-10-2020,Arunachal Pradesh,,,,,17308,18974.04885725291,15641.424258540557,,,267.0,347.62229335657685,186.68424021683677,4556.0,5148.609335747412,3963.8658993912914,58.0,70.66433957430763,46.06160395620009
31-10-2020,Arunachal Pradesh,,,,,17574,19323.493023019975,15824.835416208,,,266.0,349.444165767065,183.41115766744224,4615.0,5219.3114381331125,4010.5128081113016,59.0,70.70210238570053,46.64690872001029
01-11-2020,Arunachal Pradesh,1,1,0.0,0,17859,19692.00849831639,16026.98422540862,,,285.0,368.5154752964154,202.14880920062024,4674.0,5289.882830029388,4057.562922881188,59.0,70.5713918962756,47.05011476988648
02-04-2020,Assam,16,16,0.0,0,,,,,,,,,,,,,,
03-04-2020,Assam,24,24,0.0,0,,,,8,8,,,,,,,,,
04-04-2020,Assam,24,24,0.0,0,,,,0,0,,,,,,,,,
05-04-2020,Assam,26,26,0.0,0,,,,2,2,,,,,,,,,
06-04-2020,Assam,26,26,0.0,0,,,,0,0,,,,,,,,,
07-04-2020,Assam,27,27,0.0,0,,,,1,1,,,,,,,,,
08-04-2020,Assam,28,28,0.0,0,,,,1,1,,,,,,,,,
09-04-2020,Assam,29,29,0.0,0,,,,1,1,,,,,,,,,
10-04-2020,Assam,29,28,0.0,1,,,,0,0,,,,,,,,,
11-04-2020,Assam,29,28,0.0,1,,,,0,0,,,,,,,,,
12-04-2020,Assam,29,28,0.0,1,,,,0,0,,,,,,,,,
13-04-2020,Assam,31,30,0.0,1,,,,2,2,,,,,,,,,
14-04-2020,Assam,32,31,0.0,1,,,,1,1,,,,,,,,,
15-04-2020,Assam,33,32,0.0,1,,,,1,1,,,,,,,,,
16-04-2020,Assam,35,29,5.0,1,,,,2,0,,,,,,,,,
17-04-2020,Assam,35,29,5.0,1,,,,0,0,,,,,,,,,
18-04-2020,Assam,35,22,12.0,1,,,,0,0,,,,,,,,,
19-04-2020,Assam,35,17,17.0,1,,,,0,0,,,,,,,,,
20-04-2020,Assam,35,15,19.0,1,,,,0,0,,,,,,,,,
21-04-2020,Assam,35,15,19.0,1,,,,0,0,,,,,,,,,
22-04-2020,Assam,35,15,19.0,1,,,,0,0,,,,,,,,,
23-04-2020,Assam,36,16,19.0,1,,,,1,1,,,,,,,,,
24-04-2020,Assam,36,16,19.0,1,,,,0,0,,,,,,,,,
25-04-2020,Assam,36,16,19.0,1,,,,0,0,,,,,,,,,
26-04-2020,Assam,36,8,27.0,1,,,,0,0,,,,,,,,,
27-04-2020,Assam,36,8,27.0,1,,,,0,0,,,,,,,,,
28-04-2020,Assam,38,10,27.0,1,,,,2,2,,,,,,,,,
29-04-2020,Assam,38,8,29.0,1,,,,0,0,,,,,,,,,
30-04-2020,Assam,42,12,29.0,1,,,,4,4,,,,,,,,,
01-05-2020,Assam,43,10,32.0,1,,,,1,0,,,,,,,,,
02-05-2020,Assam,43,10,32.0,1,,,,0,0,,,,,,,,,
03-05-2020,Assam,43,10,32.0,1,,,,0,0,,,,,,,,,
04-05-2020,Assam,43,10,32.0,1,,,,0,0,,,,,,,,,
05-05-2020,Assam,43,10,32.0,1,,,,0,0,,,,,,,,,
06-05-2020,Assam,45,12,32.0,1,,,,2,2,,,,,,,,,
07-05-2020,Assam,54,19,34.0,1,,,,9,7,,,,,,,,,
08-05-2020,Assam,59,24,34.0,1,,,,5,5,,,,,,,,,
09-05-2020,Assam,63,27,34.0,2,,,,4,3,,,,,,,,,
10-05-2020,Assam,63,27,34.0,2,,,,0,0,,,,,,,,,
11-05-2020,Assam,65,29,34.0,2,,,,2,2,,,,,,,,,
12-05-2020,Assam,65,24,39.0,2,,,,0,0,,,,,,,,,
13-05-2020,Assam,80,39,39.0,2,,,,15,15,,,,,,,,,
14-05-2020,Assam,87,46,39.0,2,,,,7,7,,,,,,,,,
15-05-2020,Assam,90,47,41.0,2,,,,3,1,,,,,,,,,
16-05-2020,Assam,92,49,41.0,2,,,,2,2,,,,,,,,,
17-05-2020,Assam,101,58,41.0,2,,,,9,9,,,,,,,,,
18-05-2020,Assam,107,64,41.0,2,,,,6,6,,,,,,,,,
19-05-2020,Assam,142,97,41.0,4,,,,35,33,,,,,,,,,
20-05-2020,Assam,170,118,48.0,4,,,,28,21,,,,,,,,,
21-05-2020,Assam,203,145,54.0,4,,,,33,27,,,,,,,,,
22-05-2020,Assam,259,201,54.0,4,,,,56,56,,,,,,,,,
23-05-2020,Assam,329,270,55.0,4,,,,70,69,,,,,,,,,
24-05-2020,Assam,378,319,55.0,4,,,,49,49,,,,,,,,,
25-05-2020,Assam,526,460,62.0,4,,,,148,141,,,,,,,,,
26-05-2020,Assam,616,550,62.0,4,,,,90,90,,,,,,,,,
27-05-2020,Assam,781,690,87.0,4,,,,165,140,,,,,,,,,
28-05-2020,Assam,856,748,104.0,4,,,,75,58,,,,,,,,,
29-05-2020,Assam,1024,895,125.0,4,,,,168,147,,,,,,,,,
30-05-2020,Assam,1185,1018,163.0,4,,,,161,123,,,,,,,,,
31-05-2020,Assam,1272,1083,185.0,4,,,,87,65,,,,,,,,,
01-06-2020,Assam,1390,1109,277.0,4,,,,118,26,,,,,,,,,
02-06-2020,Assam,1513,1185,324.0,4,,,,123,76,,,,,,,,,
03-06-2020,Assam,1672,1255,413.0,4,,,,159,70,,,,,,,,,
04-06-2020,Assam,1988,1542,442.0,4,,,,316,287,,,,,,,,,
05-06-2020,Assam,2153,1651,498.0,4,,,,165,109,,,,,,,,,
06-06-2020,Assam,2397,1846,547.0,4,,,,244,195,,,,,,,,,
07-06-2020,Assam,2565,1946,615.0,4,,,,168,100,,,,,,,,,
08-06-2020,Assam,2776,2107,665.0,4,,,,211,161,,,,,,,,,
09-06-2020,Assam,2937,1848,1085.0,4,,,,161,0,,,,,,,,,
10-06-2020,Assam,3092,1839,1249.0,4,,,,155,0,,,,,,,,,
11-06-2020,Assam,3319,1881,1432.0,6,,,,227,42,,,,,,,,,
12-06-2020,Assam,3498,1953,1537.0,8,,,,179,72,,,,,,,,,
13-06-2020,Assam,3718,2126,1584.0,8,,,,220,173,,,,,,,,,
14-06-2020,Assam,4049,2081,1960.0,8,,,,331,0,,,,,,,,,
15-06-2020,Assam,4158,1984,2166.0,8,,,,109,0,,,,,,,,,
16-06-2020,Assam,4319,2145,2166.0,8,,,,161,161,,,,,,,,,
17-06-2020,Assam,4605,1955,2642.0,8,,,,286,0,,,,,,,,,
18-06-2020,Assam,4777,2114,2654.0,9,,,,172,159,,,,,,,,,
19-06-2020,Assam,4904,1856,3039.0,9,,,,127,0,,,,,,,,,
20-06-2020,Assam,4904,1856,3039.0,9,,,,0,0,,,,,,,,,
21-06-2020,Assam,5388,2019,3360.0,9,,,,484,163,,,,,,,,,
22-06-2020,Assam,5586,2056,3521.0,9,,,,198,37,,,,,,,,,
23-06-2020,Assam,5831,2060,3762.0,9,,,,245,4,,,,,,,,,
24-06-2020,Assam,6198,2231,3958.0,9,,,,367,171,,,,,,,,,
25-06-2020,Assam,6321,2279,4033.0,9,,,,123,48,,,,,,,,,
26-06-2020,Assam,6607,2339,4259.0,9,,,,286,60,,,,,,,,,
27-06-2020,Assam,6816,2307,4500.0,9,,,,209,0,,,,,,,,,
28-06-2020,Assam,7206,2108,5088.0,10,,,,390,0,,,,,,,,,
29-06-2020,Assam,7752,2408,5333.0,11,,,,546,300,,,,,,,,,
30-06-2020,Assam,8227,2568,5647.0,12,,,,475,160,,,,,,,,,
01-07-2020,Assam,8582,2719,5851.0,12,,,,355,151,,,,,,,,,
02-07-2020,Assam,9013,2895,6106.0,12,,,,431,176,,,,,,,,,
03-07-2020,Assam,9673,3310,6349.0,14,,,,660,415,,,,,,,,,
04-07-2020,Assam,10668,3997,6657.0,14,,,,995,687,,,,,,,,,
05-07-2020,Assam,11388,4249,7125.0,14,,,,720,252,,,,,,,,,
06-07-2020,Assam,12160,4264,7882.0,14,,,,772,15,,,,,,,,,
07-07-2020,Assam,12522,4179,8329.0,14,,,,362,0,,,,,,,,,
08-07-2020,Assam,13336,4591,8729.0,16,,,,814,412,,,,,,,,,
09-07-2020,Assam,14032,5284,8726.0,22,,,,696,693,,,,,,,,,
10-07-2020,Assam,14600,5426,9147.0,27,,,,568,142,,,,,,,,,
11-07-2020,Assam,15536,6351,9150.0,35,,,,936,925,,,,,,,,,
12-07-2020,Assam,16071,5610,10426.0,35,,,,535,0,,,,,,,,,
13-07-2020,Assam,16806,5876,10894.0,36,,,,735,266,,,,,,,,,
14-07-2020,Assam,17807,6351,11416.0,40,,,,1001,475,,,,,,,,,
15-07-2020,Assam,18666,6447,12173.0,46,,,,859,96,,,,,,,,,
16-07-2020,Assam,19754,6818,12888.0,48,,,,1088,371,,,,,,,,,
17-07-2020,Assam,20646,6490,14105.0,51,,,,892,0,,,,,,,,,
18-07-2020,Assam,22918,7700,15165.0,53,,,,2272,1210,,,,,,,,,
19-07-2020,Assam,23999,7919,16023.0,57,,,,1081,219,,,,,,,,,
20-07-2020,Assam,25382,8229,17095.0,58,,,,1383,310,,,,,,,,,
21-07-2020,Assam,25382,7291,18033.0,58,,,,0,0,,,,,,,,,
22-07-2020,Assam,26772,8675,18033.0,64,,,,1390,1384,,,,,,,,,
23-07-2020,Assam,28791,8022,20699.0,70,,,,2019,0,,,,,,,,,
24-07-2020,Assam,29921,8084,21761.0,76,,,,1130,62,,,,,,,,,
25-07-2020,Assam,31086,7954,23055.0,77,,,,1165,0,,,,,,,,,
26-07-2020,Assam,32228,8109,24040.0,79,,,,1142,155,,,,,,,,,
27-07-2020,Assam,33576,8088,25402.0,86,,,,1348,0,,,,,,,,,
28-07-2020,Assam,34947,8241,26618.0,88,,,,1371,153,,,,,,,,,
29-07-2020,Assam,36295,8371,27832.0,92,,,,1348,130,,,,,,,,,
30-07-2020,Assam,38407,9233,29080.0,94,,,,2112,862,,,,,,,,,
31-07-2020,Assam,40269,9814,30357.0,98,,,,1862,581,,,,,,,,,
01-08-2020,Assam,41726,10183,31442.0,101,,,,1457,369,,,,,,,,,
02-08-2020,Assam,42904,10415,32384.0,105,,,,1178,232,,,,,,,,,
03-08-2020,Assam,45275,11738,33428.0,109,,,,2371,1323,,,,,,,,,
04-08-2020,Assam,48161,13625,34421.0,115,,,,2886,1887,,,,,,,,,
05-08-2020,Assam,50445,14432,35892.0,121,,,,2284,807,,,,,,,,,
06-08-2020,Assam,52817,15467,37224.0,126,,,,2372,1035,,,,,,,,,
07-08-2020,Assam,55496,16555,38809.0,132,,,,2679,1088,,,,,,,,,
08-08-2020,Assam,57714,16983,40591.0,140,,,,2218,428,,,,,,,,,
09-08-2020,Assam,58837,16367,42325.0,145,,,,1123,0,,,,,,,,,
10-08-2020,Assam,61737,18000,43586.0,151,,,,2900,1633,,,,,,,,,
11-08-2020,Assam,64406,19178,45073.0,155,,,,2669,1178,,,,,,,,,
12-08-2020,Assam,68999,21629,47209.0,161,,,,4593,2451,,,,,,,,,
13-08-2020,Assam,71795,22243,49383.0,169,,,,2796,614,,,,,,,,,
14-08-2020,Assam,74501,22633,51693.0,175,,,,2706,390,,,,,,,,,
15-08-2020,Assam,75558,22090,53286.0,182,,,,1057,0,,,,,,,,,
16-08-2020,Assam,76875,21471,55215.0,189,,,,1317,0,,,,,,,,,
17-08-2020,Assam,79667,22736,56734.0,197,,,,2792,1265,,,,,,,,,
18-08-2020,Assam,82201,23704,58294.0,203,,,,2534,968,,,,,,,,,
19-08-2020,Assam,84317,23756,60348.0,213,,,,2116,52,,,,,,,,,
20-08-2020,Assam,86052,22711,63120.0,221,,,,1735,0,,,,,,,,,
21-08-2020,Assam,87908,22085,65596.0,227,,,,1856,0,,,,,,,,,
22-08-2020,Assam,89468,21593,67641.0,234,,,,1560,0,,,,,,,,,
23-08-2020,Assam,90740,19598,70900.0,242,,,,1272,0,,,,,,,,,
24-08-2020,Assam,92619,19277,73090.0,252,,,,1879,0,,,,,,,,,
25-08-2020,Assam,94592,19518,74814.0,260,,,,1973,241,,,,,,,,,
26-08-2020,Assam,96771,19535,76962.0,274,,,,2179,17,,,,,,,,,
27-08-2020,Assam,98807,19222,79307.0,278,,,,2036,0,,,,,,,,,
28-08-2020,Assam,101367,20011,81070.0,286,,,,2560,789,,,,,,,,,
29-08-2020,Assam,103794,20995,82510.0,289,,,,2427,984,,,,,,,,,
30-08-2020,Assam,105774,21551,83927.0,296,,,,1980,556,,,,,,,,,
31-08-2020,Assam,109040,23273,85461.0,306,,,,3266,1722,,,,,,,,,
01-09-2020,Assam,111724,24514,86895.0,315,,,,2684,1241,,,,,,,,,
02-09-2020,Assam,115279,26227,88729.0,323,,,,3555,1713,,,,,,,,,
03-09-2020,Assam,118333,27303,90700.0,330,,,,3054,1076,,,,,,,,,
04-09-2020,Assam,121224,28159,92720.0,345,,,,2891,856,,,,,,,,,
05-09-2020,Assam,123922,28507,95063.0,352,,,,2698,348,,,,,,,,,
06-09-2020,Assam,125459,28273,96826.0,360,,,,1537,0,,,,,,,,,
07-09-2020,Assam,128244,28798,99076.0,370,,,,2785,525,,,,,,,,,
08-09-2020,Assam,130823,29206,101239.0,378,,,,2579,408,,,,,,,,,
09-09-2020,Assam,133066,29166,103504.0,396,,,,2243,0,,,,,,,,,
10-09-2020,Assam,135805,29690,105701.0,414,,,,2739,524,,,,,,,,,
11-09-2020,Assam,138339,29580,108329.0,430,,,,2534,0,,,,,,,,,
12-09-2020,Assam,140471,29133,110885.0,453,,,,2132,0,,,,,,,,,
13-09-2020,Assam,141763,28161,113133.0,469,,,,1292,0,,,,,,,,,
14-09-2020,Assam,144166,28630,115054.0,482,,,,2403,469,,,,,,,,,
15-09-2020,Assam,146575,29180,116903.0,492,,,,2409,550,,,,,,,,,
16-09-2020,Assam,148969,29091,119367.0,511,,,,2394,0,,,,,,,,,
17-09-2020,Assam,150349,28208,121613.0,528,,,,1380,0,,,,,,,,,
18-09-2020,Assam,152858,28631,123687.0,540,,,,2509,423,,,,,,,,,
19-09-2020,Assam,155453,29362,125543.0,548,,,,2595,731,,,,,,,,,
20-09-2020,Assam,156680,28780,127338.0,562,,,,1227,0,,,,,,,,,
21-09-2020,Assam,159320,29609,129133.0,578,,,,2640,829,,,,,,,,,
22-09-2020,Assam,161393,29857,130950.0,586,,,,2073,248,,,,,,,,,
23-09-2020,Assam,163491,30182,132712.0,597,,,,2098,325,,,,,,,,,
24-09-2020,Assam,165582,29830,135144.0,608,,,,2091,0,,,,,,,,,
25-09-2020,Assam,169110,30162,138310.0,638,,,,3528,332,,,,,,,,,
27-09-2020,Assam,169985,29350,139980.0,655,,,,875,0,,,,,,,,,
28-09-2020,Assam,173629,30662,142300.0,667,,,,3644,1312,,,,,,,,,
29-09-2020,Assam,177221,32539,144002.0,680,,,,3592,1877,,,,,,,,,
30-09-2020,Assam,180811,34496,145618.0,697,,,,3590,1957,,,,,,,,,
01-10-2020,Assam,182396,34163,147522.0,711,,,,1585,0,,,,,,,,,
02-10-2020,Assam,183812,34128,148963.0,721,,,,1416,0,,,,,,,,,
03-10-2020,Assam,,,,,,,,,,,,,,,,,,
03-10-2020,Assam,,,,,186547,187422.39818889706,185670.97489077435,,,1117.0,1172.85,1061.15,34373.0,35304.637971312455,33442.248282444685,-140.0,-147.0,-133.0
04-10-2020,Assam,,,,,188936,190302.62939299547,187570.3293316386,,,2389.0,2880.2312040984107,1899.3544408642629,35225.0,36685.804714990496,33764.797565307854,852.0,1381.1667436780408,322.5492828631686
05-10-2020,Assam,,,,,191765,193589.72511626952,189939.3176977123,,,2829.0,3287.0957232740475,2368.988366073696,35900.0,37803.38177540831,33997.575511213094,675.0,1117.5770604178106,232.7779459052399
06-10-2020,Assam,,,,,194229,196434.55915418293,192024.15763497245,,,2464.0,2844.834037913417,2084.8399372601416,36562.0,38776.518417566025,34348.24542581907,662.0,973.1366421577186,350.6699146059764
07-10-2020,Assam,,,,,196855,199550.80222869833,194159.7317911908,,,2626.0,3116.243074515398,2135.574156218354,37038.0,39690.38736500568,34384.97619473259,476.0,913.8689474396524,36.73076891351957
08-10-2020,Assam,,,,,198814,202079.87999137564,195547.87478557162,,,1959.0,2529.077762677305,1388.142994380818,37355.0,40512.791737052255,34197.443697680654,317.0,822.4043720465779,-187.53249705193593
09-10-2020,Assam,,,,,200851,204765.74919073243,196935.68508201354,,,2037.0,2685.869199356792,1387.8102964419231,37527.0,41259.32446227083,33793.82938582488,172.0,746.5327252185743,-403.61431185577385
10-10-2020,Assam,,,,,203318,208032.56278415475,198604.06583113116,,,2467.0,3266.8135934223246,1668.3807491176121,37604.0,41926.27235213496,33281.75592373954,77.0,666.9478898641319,-512.07346208534
11-10-2020,Assam,,,,,206023,211557.7629977139,200487.36407148725,,,2705.0,3525.2002135591465,1883.298240356089,37638.0,42527.381590337245,32748.87594318483,34.0,601.1092382022834,-532.8799805547096
12-10-2020,Assam,,,,,208879,215221.5952106542,202536.88691240113,,,2856.0,3663.832212940295,2049.52284091388,37675.0,43080.5220316153,32268.745346007956,37.0,553.1404412780539,-480.1305971768743
13-10-2020,Assam,,,,,211592,218685.13084634359,204499.7024492905,,,2713.0,3463.53563568939,1962.815536889364,37744.0,43605.84443847982,31883.01701975563,69.0,525.3224068645213,-385.72832625232695
14-10-2020,Assam,,,,,214307,222159.48278697656,206454.30768304697,,,2715.0,3474.3519406329724,1954.605233756476,37862.0,44119.40406810445,31605.494329306697,118.0,513.5596296246295,-277.5226904489318
15-10-2020,Assam,,,,,216756,225386.33454871192,208125.50570371115,,,2449.0,3226.8517617353646,1671.1980206641892,38029.0,44630.551312999254,31427.91769861352,167.0,511.1472448948043,-177.5766306931764
16-10-2020,Assam,,,,,219171,228619.14791689446,209723.40700244578,,,2415.0,3232.813368182542,1597.9012987346214,38235.0,45141.69424619878,31328.81161210786,206.0,511.1429331995241,-99.10608650566064
17-10-2020,Assam,,,,,221638,231958.49903008767,211317.7537526192,,,2467.0,3339.3511131932028,1594.3467501734267,38466.0,45650.204991345505,31281.52067813003,231.0,508.51074514672655,-47.29093397783072
18-10-2020,Assam,,,,,224223,235460.84630267113,212984.94789300597,,,2585.0,3502.347272583458,1667.1941403867677,38706.0,46151.13948411778,31260.554957241464,240.0,500.93449277227774,-20.965720888565556
19-10-2020,Assam,,,,,226864,239053.68717478728,214675.11496804724,,,2641.0,3592.840872116154,1690.167075041274,38943.0,46639.69789654508,31245.670612947648,237.0,488.55841242730094,-14.884344293815957
20-10-2020,Assam,,,,,229500,242656.73965522254,216343.43286177682,,,2636.0,3603.052480435261,1668.3178937295743,39168.0,47112.77728277332,31223.786331850868,225.0,473.0793862282371,-21.884281096779887
21-10-2020,Assam,,,,,232169,246318.19484476472,218019.1800016194,,,2669.0,3661.4551895421755,1675.7471398425696,39379.0,47569.50709926391,31189.062042091242,211.0,456.72981649058784,-34.72428975962612
22-10-2020,Assam,,,,,234813,249977.72231904158,219648.19505785246,,,2644.0,3659.527474276867,1629.0150562330673,39576.0,48011.00995797613,31141.63808539389,197.0,441.5028587122215,-47.42395669735197
23-10-2020,Assam,,,,,237487,253690.4407841666,221282.72388337864,,,2674.0,3712.7184651250136,1634.528825526184,39763.0,48439.74593896695,31085.6211487182,187.0,428.735980990823,-56.01693667568907
24-10-2020,Assam,,,,,240188,257451.16850252764,222924.39481169783,,,2701.0,3760.727718361042,1641.6709283191885,39943.0,48858.74873597172,31026.906318882753,180.0,419.00279700476676,-58.714829835447745
25-10-2020,Assam,,,,,242937,261278.24555233648,224596.03220017886,,,2749.0,3827.0770498088386,1671.637388481031,40121.0,49270.95511659747,30971.315008561854,178.0,412.20638062575017,-55.59131032089863
26-10-2020,Assam,,,,,245690,265124.18030181946,226254.8310717473,,,2753.0,3845.9347494829854,1658.7988715684332,40301.0,49678.73241848993,30923.33588470382,180.0,407.7773018924636,-47.979123858032835
27-10-2020,Assam,,,,,248422,268965.2208861014,227879.2056384433,,,2732.0,3841.04058428196,1624.3745666960021,40485.0,50083.638783689465,30885.54427558656,184.0,404.90636519953114,-37.79160911726285
28-10-2020,Assam,,,,,251141,272812.6000548455,229469.18273453304,,,2719.0,3847.3791687440826,1589.977096089744,40673.0,50486.40091063887,30858.60659606093,188.0,402.7621269494048,-26.937679525628482
29-10-2020,Assam,,,,,253850,276673.6586771973,231026.00658384015,,,2709.0,3861.0586223517894,1556.8238493071112,40864.0,50887.05842917607,30841.68148837782,191.0,400.6575185371985,-16.925107683109673
30-10-2020,Assam,,,,,256577,280578.41527423164,232574.83016775647,,,2727.0,3904.756597034342,1548.8235839163244,41059.0,51285.2035394346,30833.00751777079,195.0,398.14511025853426,-8.673970607029332
31-10-2020,Assam,,,,,259331,284535.19008868356,234127.45125891568,,,2754.0,3956.7748144519283,1552.6210911592061,41255.0,51680.24193276804,30830.49768581167,196.0,395.03839333343785,-2.509831959119765
01-11-2020,Assam,2,1,0.0,1,262128,288556.2311214107,235700.42030667237,,,2797.0,4021.0410327271093,1572.969047756691,41452.0,52071.61494221905,30832.218142472964,197.0,391.37300945101015,1.720456661292701
22-03-2020,Bihar,2,1,0.0,1,,,,,,,,,,,,,,
23-03-2020,Bihar,2,1,0.0,1,,,,0,0,,,,,,,,,
24-03-2020,Bihar,3,2,0.0,1,,,,1,1,,,,,,,,,
25-03-2020,Bihar,3,2,0.0,1,,,,0,0,,,,,,,,,
26-03-2020,Bihar,6,5,0.0,1,,,,3,3,,,,,,,,,
27-03-2020,Bihar,9,8,0.0,1,,,,3,3,,,,,,,,,
28-03-2020,Bihar,9,8,0.0,1,,,,0,0,,,,,,,,,
29-03-2020,Bihar,11,10,0.0,1,,,,2,2,,,,,,,,,
30-03-2020,Bihar,15,14,0.0,1,,,,4,4,,,,,,,,,
31-03-2020,Bihar,23,22,0.0,1,,,,8,8,,,,,,,,,
01-04-2020,Bihar,23,22,0.0,1,,,,0,0,,,,,,,,,
02-04-2020,Bihar,24,23,0.0,1,,,,1,1,,,,,,,,,
03-04-2020,Bihar,29,28,0.0,1,,,,5,5,,,,,,,,,
04-04-2020,Bihar,30,29,0.0,1,,,,1,1,,,,,,,,,
05-04-2020,Bihar,30,29,0.0,1,,,,0,0,,,,,,,,,
06-04-2020,Bihar,32,31,0.0,1,,,,2,2,,,,,,,,,
07-04-2020,Bihar,38,37,0.0,1,,,,6,6,,,,,,,,,
08-04-2020,Bihar,38,37,0.0,1,,,,0,0,,,,,,,,,
09-04-2020,Bihar,39,38,0.0,1,,,,1,1,,,,,,,,,
10-04-2020,Bihar,60,59,0.0,1,,,,21,21,,,,,,,,,
11-04-2020,Bihar,63,62,0.0,1,,,,3,3,,,,,,,,,
12-04-2020,Bihar,64,44,19.0,1,,,,1,0,,,,,,,,,
13-04-2020,Bihar,65,38,26.0,1,,,,1,0,,,,,,,,,
14-04-2020,Bihar,66,36,29.0,1,,,,1,0,,,,,,,,,
15-04-2020,Bihar,70,40,29.0,1,,,,4,4,,,,,,,,,
16-04-2020,Bihar,80,42,37.0,1,,,,10,2,,,,,,,,,
17-04-2020,Bihar,83,44,37.0,2,,,,3,2,,,,,,,,,
18-04-2020,Bihar,86,47,37.0,2,,,,3,3,,,,,,,,,
19-04-2020,Bihar,93,49,42.0,2,,,,7,2,,,,,,,,,
20-04-2020,Bihar,113,69,42.0,2,,,,20,20,,,,,,,,,
21-04-2020,Bihar,126,82,42.0,2,,,,13,13,,,,,,,,,
22-04-2020,Bihar,143,95,46.0,2,,,,17,13,,,,,,,,,
23-04-2020,Bihar,153,105,46.0,2,,,,10,10,,,,,,,,,
24-04-2020,Bihar,223,175,46.0,2,,,,70,70,,,,,,,,,
25-04-2020,Bihar,243,195,46.0,2,,,,20,20,,,,,,,,,
26-04-2020,Bihar,274,216,56.0,2,,,,31,21,,,,,,,,,
27-04-2020,Bihar,345,286,57.0,2,,,,71,70,,,,,,,,,
28-04-2020,Bihar,366,300,64.0,2,,,,21,14,,,,,,,,,
29-04-2020,Bihar,392,325,65.0,2,,,,26,25,,,,,,,,,
30-04-2020,Bihar,418,334,82.0,2,,,,26,9,,,,,,,,,
01-05-2020,Bihar,471,370,98.0,3,,,,53,36,,,,,,,,,
02-05-2020,Bihar,481,370,107.0,4,,,,10,0,,,,,,,,,
03-05-2020,Bihar,503,374,125.0,4,,,,22,4,,,,,,,,,
04-05-2020,Bihar,528,394,130.0,4,,,,25,20,,,,,,,,,
05-05-2020,Bihar,536,390,142.0,4,,,,8,0,,,,,,,,,
06-05-2020,Bihar,542,350,188.0,4,,,,6,0,,,,,,,,,
