S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
934,02/06/2020,Dadra and Nagar Haveli and Daman and Diu,3,2,1,0
935,03/06/2020,Dadra and Nagar Haveli and Daman and Diu,4,3,1,0
936,04/06/2020,Dadra and Nagar Haveli and Daman and Diu,8,7,1,0
937,05/06/2020,Dadra and Nagar Haveli and Daman and Diu,12,11,1,0
938,06/06/2020,Dadra and Nagar Haveli and Daman and Diu,14,13,1,0
939,07/06/2020,Dadra and Nagar Haveli and Daman and Diu,19,18,1,0
940,08/06/2020,Dadra and Nagar Haveli and Daman and Diu,20,18,2,0
941,09/06/2020,Dadra and Nagar Haveli and Daman and Diu,22,20,2,0
942,10/06/2020,Dadra and Nagar Haveli and Daman and Diu,22,20,2,0
943,11/06/2020,Dadra and Nagar Haveli and Daman and Diu,28,26,2,0
944,12/06/2020,Dadra and Nagar Haveli and Daman and Diu,30,28,2,0
945,13/06/2020,Dadra and Nagar Haveli and Daman and Diu,30,28,2,0
946,14/06/2020,Dadra and Nagar Haveli and Daman and Diu,35,33,2,0
947,15/06/2020,Dadra and Nagar Haveli and Daman and Diu,36,34,2,0
948,16/06/2020,Dadra and Nagar Haveli and Daman and Diu,36,31,5,0
949,17/06/2020,Dadra and Nagar Haveli and Daman and Diu,45,36,9,0
950,18/06/2020,Dadra and Nagar Haveli and Daman and Diu,57,45,12,0
951,19/06/2020,Dadra and Nagar Haveli and Daman and Diu,58,45,13,0
952,20/06/2020,Dadra and Nagar Haveli and Daman and Diu,62,48,14,0
953,21/06/2020,Dadra and Nagar Haveli and Daman and Diu,68,42,26,0
954,22/06/2020,Dadra and Nagar Haveli and Daman and Diu,88,62,26,0
955,23/06/2020,Dadra and Nagar Haveli and Daman and Diu,91,64,27,0
956,24/06/2020,Dadra and Nagar Haveli and Daman and Diu,120,91,29,0
957,25/06/2020,Dadra and Nagar Haveli and Daman and Diu,120,90,30,0
958,26/06/2020,Dadra and Nagar Haveli and Daman and Diu,155,123,32,0
959,27/06/2020,Dadra and Nagar Haveli and Daman and Diu,163,122,41,0
960,28/06/2020,Dadra and Nagar Haveli and Daman and Diu,177,122,55,0
961,29/06/2020,Dadra and Nagar Haveli and Daman and Diu,178,118,60,0
962,30/06/2020,Dadra and Nagar Haveli and Daman and Diu,203,126,77,0
963,01/07/2020,Dadra and Nagar Haveli and Daman and Diu,213,131,82,0
964,02/07/2020,Dadra and Nagar Haveli and Daman and Diu,215,129,86,0
965,03/07/2020,Dadra and Nagar Haveli and Daman and Diu,230,141,89,0
966,04/07/2020,Dadra and Nagar Haveli and Daman and Diu,257,161,96,0
967,05/07/2020,Dadra and Nagar Haveli and Daman and Diu,271,175,96,0
968,06/07/2020,Dadra and Nagar Haveli and Daman and Diu,271,165,106,0
969,07/07/2020,Dadra and Nagar Haveli and Daman and Diu,297,183,114,0
970,08/07/2020,Dadra and Nagar Haveli and Daman and Diu,405,222,183,0
971,09/07/2020,Dadra and Nagar Haveli and Daman and Diu,408,224,184,0
972,10/07/2020,Dadra and Nagar Haveli and Daman and Diu,411,222,189,0
973,11/07/2020,Dadra and Nagar Haveli and Daman and Diu,459,248,211,0
974,12/07/2020,Dadra and Nagar Haveli and Daman and Diu,471,245,226,0
975,13/07/2020,Dadra and Nagar Haveli and Daman and Diu,479,234,245,0
976,12/03/2020,Delhi,6,6,0,0
977,13/03/2020,Delhi,6,6,0,0
978,14/03/2020,Delhi,7,5,1,1
979,15/03/2020,Delhi,7,4,2,1
980,16/03/2020,Delhi,7,4,2,1
981,17/03/2020,Delhi,8,5,2,1
982,18/03/2020,Delhi,10,7,2,1
983,19/03/2020,Delhi,12,9,2,1
984,20/03/2020,Delhi,17,13,3,1
985,21/03/2020,Delhi,26,20,5,1
986,22/03/2020,Delhi,29,23,5,1
987,23/03/2020,Delhi,29,23,5,1
988,24/03/2020,Delhi,31,24,6,1
989,25/03/2020,Delhi,30,22,6,2
990,26/03/2020,Delhi,35,28,6,1
991,27/03/2020,Delhi,36,29,6,1
992,28/03/2020,Delhi,39,32,6,1
993,29/03/2020,Delhi,39,31,6,2
994,30/03/2020,Delhi,53,45,6,2
995,31/03/2020,Delhi,97,89,6,2
996,01/04/2020,Delhi,120,112,6,2
997,02/04/2020,Delhi,152,144,6,2
998,03/04/2020,Delhi,219,207,8,4
999,04/04/2020,Delhi,386,372,8,6
1000,05/04/2020,Delhi,445,424,15,6
1001,06/04/2020,Delhi,503,478,18,7
1002,07/04/2020,Delhi,523,497,19,7
1003,08/04/2020,Delhi,576,546,21,9
1004,09/04/2020,Delhi,669,639,21,9
1005,10/04/2020,Delhi,720,683,25,12
1006,11/04/2020,Delhi,903,865,25,13
1007,12/04/2020,Delhi,1069,1025,25,19
1008,13/04/2020,Delhi,1154,1103,27,24
1009,14/04/2020,Delhi,1510,1452,30,28
1010,15/04/2020,Delhi,1561,1501,30,30
1011,16/04/2020,Delhi,1578,1506,40,32
1012,17/04/2020,Delhi,1640,1551,51,38
1013,18/04/2020,Delhi,1707,1593,72,42
1014,19/04/2020,Delhi,1893,1779,72,42
1015,20/04/2020,Delhi,2003,1886,72,45
1016,21/04/2020,Delhi,2081,1603,431,47
1017,22/04/2020,Delhi,2156,1498,611,47
1018,23/04/2020,Delhi,2248,1476,724,48
1019,24/04/2020,Delhi,2376,1518,808,50
1020,25/04/2020,Delhi,2514,1604,857,53
1021,26/04/2020,Delhi,2625,1702,869,54
1022,27/04/2020,Delhi,2918,1987,877,54
1023,28/04/2020,Delhi,3108,2177,877,54
1024,29/04/2020,Delhi,3314,2182,1078,54
1025,30/04/2020,Delhi,3439,2291,1092,56
1026,01/05/2020,Delhi,3515,2362,1094,59
1027,02/05/2020,Delhi,3738,2510,1167,61
1028,03/05/2020,Delhi,4122,2802,1256,64
1029,04/05/2020,Delhi,4549,3123,1362,64
1030,05/05/2020,Delhi,4898,3403,1431,64
1031,06/05/2020,Delhi,5104,3572,1468,64
1032,07/05/2020,Delhi,5532,3925,1542,65
1033,08/05/2020,Delhi,5980,3983,1931,66
1034,09/05/2020,Delhi,6318,4230,2020,68
1035,10/05/2020,Delhi,6542,4449,2020,73
1036,11/05/2020,Delhi,6923,4781,2069,73
1037,12/05/2020,Delhi,7233,5031,2129,73
1038,13/05/2020,Delhi,7639,5041,2512,86
1039,14/05/2020,Delhi,7998,5034,2858,106
1040,15/05/2020,Delhi,8470,5310,3045,115
1041,16/05/2020,Delhi,8895,5254,3518,123
1042,17/05/2020,Delhi,9333,5278,3926,129
1043,18/05/2020,Delhi,10054,5409,4485,160
1044,19/05/2020,Delhi,10054,5401,4485,168
1045,20/05/2020,Delhi,10554,5636,4750,168
1046,21/05/2020,Delhi,11088,5720,5192,176
1047,22/05/2020,Delhi,11659,5898,5567,194
1048,23/05/2020,Delhi,12319,6214,5897,208
1049,24/05/2020,Delhi,12910,6412,6267,231
1050,25/05/2020,Delhi,13418,6617,6540,261
1051,26/05/2020,Delhi,14053,7006,6771,276
1052,27/05/2020,Delhi,14465,6954,7223,288
1053,28/05/2020,Delhi,15257,7690,7264,303
1054,29/05/2020,Delhi,16281,8470,7495,316
1055,30/05/2020,Delhi,17386,9142,7846,398
1056,31/05/2020,Delhi,18549,10058,8075,416
1057,01/06/2020,Delhi,19844,10893,8478,473
1058,02/06/2020,Delhi,20834,11565,8746,523
1059,03/06/2020,Delhi,22132,12333,9243,556
1060,04/06/2020,Delhi,23645,13497,9542,606
1061,05/06/2020,Delhi,25004,14456,9898,650
1062,06/06/2020,Delhi,26334,15311,10315,708
1063,07/06/2020,Delhi,27654,16229,10664,761
1064,08/06/2020,Delhi,27654,16229,10664,761
1065,09/06/2020,Delhi,29943,17712,11357,874
1066,10/06/2020,Delhi,31309,18543,11861,905
1067,11/06/2020,Delhi,32810,19581,12245,984
1068,12/06/2020,Delhi,34687,20871,12731,1085
1069,13/06/2020,Delhi,36824,22212,13398,1214
1070,14/06/2020,Delhi,38958,22742,14945,1271
1071,15/06/2020,Delhi,41182,24032,15823,1327
1072,16/06/2020,Delhi,42829,25002,16427,1400
1073,17/06/2020,Delhi,44688,26351,16500,1837
1074,18/06/2020,Delhi,47102,27741,17457,1904
1075,19/06/2020,Delhi,49979,26669,21341,1969
1076,20/06/2020,Delhi,53116,27512,23569,2035
1077,21/06/2020,Delhi,56746,23340,31294,2112
1078,22/06/2020,Delhi,59746,24558,33013,2175
1079,23/06/2020,Delhi,62655,23820,36602,2233
1080,24/06/2020,Delhi,66602,24988,39313,2301
1081,25/06/2020,Delhi,70390,26588,41437,2365
1082,26/06/2020,Delhi,73780,26586,44765,2429
1083,27/06/2020,Delhi,77240,27657,47091,2492
1084,28/06/2020,Delhi,80188,28329,49301,2558
1085,29/06/2020,Delhi,83077,27847,52607,2623
1086,30/06/2020,Delhi,85161,26246,56235,2680
1087,01/07/2020,Delhi,87360,26270,58348,2742
1088,02/07/2020,Delhi,89802,27007,59992,2803
1089,03/07/2020,Delhi,92175,26304,63007,2864
1090,04/07/2020,Delhi,94695,26148,65624,2923
1091,05/07/2020,Delhi,97200,25940,68256,3004
1092,06/07/2020,Delhi,99444,25038,71339,3067
1093,07/07/2020,Delhi,100823,25620,72088,3115
1094,08/07/2020,Delhi,102831,25449,74217,3165
1095,09/07/2020,Delhi,104864,23452,78199,3213
1096,10/07/2020,Delhi,107051,21567,82226,3258
1097,11/07/2020,Delhi,109140,21146,84694,3300
1098,12/07/2020,Delhi,110921,19895,87692,3334
1099,13/07/2020,Delhi,112494,19155,89968,3371
1100,26/03/2020,Goa,3,3,0,0
1101,27/03/2020,Goa,3,3,0,0
1102,28/03/2020,Goa,3,3,0,0
1103,29/03/2020,Goa,3,3,0,0
1104,30/03/2020,Goa,5,5,0,0
1105,31/03/2020,Goa,5,5,0,0
1106,01/04/2020,Goa,5,5,0,0
1107,02/04/2020,Goa,5,5,0,0
1108,03/04/2020,Goa,6,6,0,0
1109,04/04/2020,Goa,6,6,0,0
1110,05/04/2020,Goa,7,7,0,0
1111,06/04/2020,Goa,7,7,0,0
1112,07/04/2020,Goa,7,7,0,0
1113,08/04/2020,Goa,7,7,0,0
1114,09/04/2020,Goa,7,7,0,0
1115,10/04/2020,Goa,7,7,0,0
1116,11/04/2020,Goa,7,6,1,0
1117,12/04/2020,Goa,7,2,5,0
1118,13/04/2020,Goa,7,2,5,0
1119,14/04/2020,Goa,7,2,5,0
1120,15/04/2020,Goa,7,2,5,0
1121,16/04/2020,Goa,7,2,5,0
1122,17/04/2020,Goa,7,1,6,0
1123,18/04/2020,Goa,7,1,6,0
1124,19/04/2020,Goa,7,1,6,0
1125,20/04/2020,Goa,7,0,7,0
1126,21/04/2020,Goa,7,0,7,0
1127,22/04/2020,Goa,7,0,7,0
1128,23/04/2020,Goa,7,0,7,0
1129,24/04/2020,Goa,7,0,7,0
1130,25/04/2020,Goa,7,0,7,0
1131,26/04/2020,Goa,7,0,7,0
1132,27/04/2020,Goa,7,0,7,0
1133,28/04/2020,Goa,7,0,7,0
1134,29/04/2020,Goa,7,0,7,0
1135,30/04/2020,Goa,7,0,7,0
1136,01/05/2020,Goa,7,0,7,0
1137,02/05/2020,Goa,7,0,7,0
1138,03/05/2020,Goa,7,0,7,0
1139,04/05/2020,Goa,7,0,7,0
1140,05/05/2020,Goa,7,0,7,0
1141,06/05/2020,Goa,7,0,7,0
1142,07/05/2020,Goa,7,0,7,0
1143,08/05/2020,Goa,7,0,7,0
1144,09/05/2020,Goa,7,0,7,0
1145,10/05/2020,Goa,7,0,7,0
1146,11/05/2020,Goa,7,0,7,0
1147,12/05/2020,Goa,7,0,7,0
1148,13/05/2020,Goa,7,0,7,0
1149,14/05/2020,Goa,7,0,7,0
1150,15/05/2020,Goa,14,7,7,0
1151,16/05/2020,Goa,15,8,7,0
1152,17/05/2020,Goa,17,10,7,0
1153,18/05/2020,Goa,29,22,7,0
1154,19/05/2020,Goa,38,31,7,0
1155,20/05/2020,Goa,46,39,7,0
1156,21/05/2020,Goa,50,43,7,0
1157,22/05/2020,Goa,52,45,7,0
1158,23/05/2020,Goa,54,38,16,0
1159,24/05/2020,Goa,55,39,16,0
1160,25/05/2020,Goa,66,47,19,0
1161,26/05/2020,Goa,67,48,19,0
1162,27/05/2020,Goa,67,39,28,0
1163,28/05/2020,Goa,68,31,37,0
1164,29/05/2020,Goa,69,31,38,0
1165,30/05/2020,Goa,69,28,41,0
1166,31/05/2020,Goa,70,29,41,0
1167,01/06/2020,Goa,70,28,42,0
1168,02/06/2020,Goa,71,29,42,0
1169,03/06/2020,Goa,79,22,57,0
1170,04/06/2020,Goa,79,22,57,0
1171,05/06/2020,Goa,166,109,57,0
1172,06/06/2020,Goa,196,131,65,0
1173,07/06/2020,Goa,267,202,65,0
1174,08/06/2020,Goa,300,235,65,0
1175,09/06/2020,Goa,330,263,67,0
1176,10/06/2020,Goa,359,292,67,0
1177,11/06/2020,Goa,387,320,67,0
1178,12/06/2020,Goa,417,350,67,0
1179,13/06/2020,Goa,463,394,69,0
1180,14/06/2020,Goa,523,453,70,0
1181,15/06/2020,Goa,564,490,74,0
1182,16/06/2020,Goa,592,507,85,0
1183,17/06/2020,Goa,629,544,85,0
1184,18/06/2020,Goa,656,560,96,0
1185,19/06/2020,Goa,705,596,109,0
1186,20/06/2020,Goa,725,607,118,0
1187,21/06/2020,Goa,754,625,129,0
1188,22/06/2020,Goa,754,625,129,0
1189,23/06/2020,Goa,864,711,152,1
1190,24/06/2020,Goa,909,703,205,1
1191,25/06/2020,Goa,951,660,289,2
1192,26/06/2020,Goa,995,658,335,2
1193,27/06/2020,Goa,1039,667,370,2
1194,28/06/2020,Goa,1128,706,420,2
1195,29/06/2020,Goa,1198,717,478,3
1196,30/06/2020,Goa,1198,717,478,3
1197,01/07/2020,Goa,1315,716,596,3
1198,02/07/2020,Goa,1387,713,670,4
1199,03/07/2020,Goa,1482,744,734,4
1200,04/07/2020,Goa,1482,744,734,4
1201,05/07/2020,Goa,1684,853,825,6
1202,06/07/2020,Goa,1761,818,936,7
1203,07/07/2020,Goa,1813,745,1061,7
1204,08/07/2020,Goa,1903,739,1156,8
1205,09/07/2020,Goa,2039,824,1207,8
1206,10/07/2020,Goa,2151,869,1273,9
1207,11/07/2020,Goa,2251,895,1347,9
1208,12/07/2020,Goa,2368,928,1428,12
1209,13/07/2020,Goa,2453,952,1487,14
1210,20/03/2020,Gujarat,2,2,0,0
1211,21/03/2020,Gujarat,7,7,0,0
1212,22/03/2020,Gujarat,18,17,0,1
1213,23/03/2020,Gujarat,29,28,0,1
1214,24/03/2020,Gujarat,29,28,0,1
1215,25/03/2020,Gujarat,33,32,0,1
1216,26/03/2020,Gujarat,38,36,0,2
1217,27/03/2020,Gujarat,43,40,0,3
1218,28/03/2020,Gujarat,45,42,0,3
1219,29/03/2020,Gujarat,53,49,0,4
1220,30/03/2020,Gujarat,58,52,1,5
1221,31/03/2020,Gujarat,73,64,3,6
1222,01/04/2020,Gujarat,74,63,5,6
1223,02/04/2020,Gujarat,82,71,5,6
1224,03/04/2020,Gujarat,87,72,8,7
1225,04/04/2020,Gujarat,95,76,10,9
1226,05/04/2020,Gujarat,105,81,14,10
1227,06/04/2020,Gujarat,122,93,18,11
1228,07/04/2020,Gujarat,144,110,22,12
1229,08/04/2020,Gujarat,165,127,25,13
1230,09/04/2020,Gujarat,179,138,25,16
1231,10/04/2020,Gujarat,241,198,26,17
1232,11/04/2020,Gujarat,308,258,31,19
1233,12/04/2020,Gujarat,432,366,44,22
1234,13/04/2020,Gujarat,516,447,44,25
1235,14/04/2020,Gujarat,539,459,54,26
1236,15/04/2020,Gujarat,650,563,59,28
1237,16/04/2020,Gujarat,766,669,64,33
1238,17/04/2020,Gujarat,930,821,73,36
1239,18/04/2020,Gujarat,1099,972,86,41
1240,19/04/2020,Gujarat,1376,1230,93,53
1241,20/04/2020,Gujarat,1743,1575,105,63
1242,21/04/2020,Gujarat,1939,1737,131,71
1243,22/04/2020,Gujarat,2178,1949,139,90
1244,23/04/2020,Gujarat,2407,2125,179,103
1245,24/04/2020,Gujarat,2624,2254,258,112
1246,25/04/2020,Gujarat,2815,2423,265,127
1247,26/04/2020,Gujarat,3071,2656,282,133
1248,27/04/2020,Gujarat,3301,2837,313,151
1249,28/04/2020,Gujarat,3548,2992,394,162
1250,29/04/2020,Gujarat,3744,3129,434,181
1251,30/04/2020,Gujarat,4082,3358,527,197
1252,01/05/2020,Gujarat,4395,3568,613,214
1253,02/05/2020,Gujarat,4721,3750,735,236
1254,03/05/2020,Gujarat,5054,3896,896,262
1255,04/05/2020,Gujarat,5428,4096,1042,290
1256,05/05/2020,Gujarat,5804,4290,1195,319
1257,06/05/2020,Gujarat,6245,4496,1381,368
1258,07/05/2020,Gujarat,6625,4729,1500,396
1259,08/05/2020,Gujarat,7012,4878,1709,425
1260,09/05/2020,Gujarat,7402,5081,1872,449
1261,10/05/2020,Gujarat,7796,5233,2091,472
1262,11/05/2020,Gujarat,8194,5156,2545,493
1263,12/05/2020,Gujarat,8541,5248,2780,513
1264,13/05/2020,Gujarat,8903,5120,3246,537
1265,14/05/2020,Gujarat,9267,5139,3562,566
1266,15/05/2020,Gujarat,9591,5252,3753,586
1267,16/05/2020,Gujarat,9931,5290,4035,606
1268,17/05/2020,Gujarat,10988,6055,4308,625
1269,18/05/2020,Gujarat,11379,6221,4499,659
1270,19/05/2020,Gujarat,11745,6247,4804,694
1271,20/05/2020,Gujarat,12140,6378,5043,719
1272,21/05/2020,Gujarat,12537,6569,5219,749
1273,22/05/2020,Gujarat,12905,6644,5488,773
1274,23/05/2020,Gujarat,13268,6586,5880,802
1275,24/05/2020,Gujarat,13664,6666,6169,829
1276,25/05/2020,Gujarat,14056,6786,6412,858
1277,26/05/2020,Gujarat,14460,6936,6636,888
1278,27/05/2020,Gujarat,14821,6767,7139,915
1279,28/05/2020,Gujarat,15195,6708,7549,938
1280,29/05/2020,Gujarat,15562,6599,8003,960
1281,30/05/2020,Gujarat,15934,6343,8611,980
1282,31/05/2020,Gujarat,16343,6106,9230,1007
1283,01/06/2020,Gujarat,16779,5822,9919,1038
1284,02/06/2020,Gujarat,17200,5357,10780,1063
1285,03/06/2020,Gujarat,17617,4631,11894,1092
1286,04/06/2020,Gujarat,18100,4766,12212,1122
1287,05/06/2020,Gujarat,18584,4762,12667,1155
1288,06/06/2020,Gujarat,19094,4901,13003,1190
1289,07/06/2020,Gujarat,19592,5057,13316,1219
1290,08/06/2020,Gujarat,20070,5186,13635,1249
1291,09/06/2020,Gujarat,20545,5309,13956,1280
1292,10/06/2020,Gujarat,21014,5336,14365,1313
1293,11/06/2020,Gujarat,21521,5439,14735,1347
1294,12/06/2020,Gujarat,22032,5546,15101,1385
1295,13/06/2020,Gujarat,22527,5619,15493,1415
1296,14/06/2020,Gujarat,23038,5707,15883,1448
1297,15/06/2020,Gujarat,23544,5742,16325,1477
1298,16/06/2020,Gujarat,24055,5886,16664,1505
1299,17/06/2020,Gujarat,24577,5962,17082,1533
1300,18/06/2020,Gujarat,25093,6103,17430,1560
1301,19/06/2020,Gujarat,25601,6191,17819,1591
1302,20/06/2020,Gujarat,26141,6364,18159,1618
1303,21/06/2020,Gujarat,26680,6348,18694,1638
1304,22/06/2020,Gujarat,27260,6248,19349,1663
1305,23/06/2020,Gujarat,27825,6232,19909,1684
1306,24/06/2020,Gujarat,28371,6148,20513,1710
1307,25/06/2020,Gujarat,28943,6120,21088,1735
1308,26/06/2020,Gujarat,29520,6269,21498,1753
1309,27/06/2020,Gujarat,30095,6294,22030,1771
1310,28/06/2020,Gujarat,30709,6511,22409,1789
1311,29/06/2020,Gujarat,31320,6712,22800,1808
1312,30/06/2020,Gujarat,31938,6871,23240,1827
1313,01/07/2020,Gujarat,32557,7049,23662,1846
1314,02/07/2020,Gujarat,33232,7335,24030,1867
1315,03/07/2020,Gujarat,33913,7434,24593,1886
1316,04/07/2020,Gujarat,34600,7763,24933,1904
1317,05/07/2020,Gujarat,35312,7981,25406,1925
1318,06/07/2020,Gujarat,36037,8202,25892,1943
1319,07/07/2020,Gujarat,36772,8497,26315,1960
1320,08/07/2020,Gujarat,37550,8853,26720,1977
1321,09/07/2020,Gujarat,38333,9051,27289,1993
1322,10/07/2020,Gujarat,39194,9468,27718,2008
1323,11/07/2020,Gujarat,40069,9900,28147,2022
1324,12/07/2020,Gujarat,40941,10260,28649,2032
1325,13/07/2020,Gujarat,41820,10613,29162,2045
1326,12/03/2020,Haryana,14,14,0,0
1327,13/03/2020,Haryana,14,14,0,0
1328,14/03/2020,Haryana,14,14,0,0
1329,15/03/2020,Haryana,14,14,0,0
1330,16/03/2020,Haryana,14,14,0,0
1331,17/03/2020,Haryana,15,15,0,0
1332,18/03/2020,Haryana,16,16,0,0
1333,19/03/2020,Haryana,17,17,0,0
1334,20/03/2020,Haryana,17,17,0,0
1335,21/03/2020,Haryana,17,17,0,0
1336,22/03/2020,Haryana,21,21,0,0
1337,23/03/2020,Haryana,26,26,0,0
1338,24/03/2020,Haryana,26,15,11,0
1339,25/03/2020,Haryana,28,17,11,0
1340,26/03/2020,Haryana,30,19,11,0
1341,27/03/2020,Haryana,30,19,11,0
1342,28/03/2020,Haryana,33,21,12,0
1343,29/03/2020,Haryana,33,21,12,0
1344,30/03/2020,Haryana,33,16,17,0
1345,31/03/2020,Haryana,40,19,21,0
1346,01/04/2020,Haryana,43,22,21,0
1347,02/04/2020,Haryana,43,22,21,0
1348,03/04/2020,Haryana,43,22,21,0
1349,04/04/2020,Haryana,49,25,24,0
1350,05/04/2020,Haryana,49,25,24,0
1351,06/04/2020,Haryana,84,58,25,1
1352,07/04/2020,Haryana,90,64,25,1
1353,08/04/2020,Haryana,147,116,28,3
1354,09/04/2020,Haryana,147,116,28,3
1355,10/04/2020,Haryana,169,137,29,3
1356,11/04/2020,Haryana,177,145,29,3
1357,12/04/2020,Haryana,177,145,29,3
1358,13/04/2020,Haryana,185,153,29,3
1359,14/04/2020,Haryana,185,153,29,3
1360,15/04/2020,Haryana,199,162,34,3
1361,16/04/2020,Haryana,205,159,43,3
1362,17/04/2020,Haryana,205,159,43,3
1363,18/04/2020,Haryana,225,179,43,3
1364,19/04/2020,Haryana,225,179,43,3
1365,20/04/2020,Haryana,233,143,87,3
1366,21/04/2020,Haryana,254,124,127,3
1367,22/04/2020,Haryana,254,124,127,3
1368,23/04/2020,Haryana,262,119,140,3
1369,24/04/2020,Haryana,272,113,156,3
1370,25/04/2020,Haryana,272,113,156,3
1371,26/04/2020,Haryana,289,110,176,3
1372,27/04/2020,Haryana,289,110,176,3
1373,28/04/2020,Haryana,296,110,183,3
1374,29/04/2020,Haryana,310,98,209,3
1375,30/04/2020,Haryana,310,98,209,3
1376,01/05/2020,Haryana,313,101,209,3
1377,02/05/2020,Haryana,360,129,227,4
1378,03/05/2020,Haryana,360,129,227,4
1379,04/05/2020,Haryana,442,192,245,5
1380,05/05/2020,Haryana,517,257,254,6
1381,06/05/2020,Haryana,548,286,256,6
1382,07/05/2020,Haryana,594,327,260,7
1383,08/05/2020,Haryana,625,358,260,7
1384,09/05/2020,Haryana,647,360,279,8
1385,10/05/2020,Haryana,675,376,290,9
1386,11/05/2020,Haryana,703,393,300,10
1387,12/05/2020,Haryana,730,382,337,11
1388,13/05/2020,Haryana,780,427,342,11
1389,14/05/2020,Haryana,793,364,418,11
1390,15/05/2020,Haryana,818,368,439,11
1391,16/05/2020,Haryana,818,368,439,11
1392,17/05/2020,Haryana,887,360,514,13
1393,18/05/2020,Haryana,910,334,562,14
1394,19/05/2020,Haryana,928,316,598,14
1395,20/05/2020,Haryana,964,323,627,14
1396,21/05/2020,Haryana,993,331,648,14
1397,22/05/2020,Haryana,1031,335,681,15
1398,23/05/2020,Haryana,1067,345,706,16
1399,24/05/2020,Haryana,1131,365,750,16
1400,25/05/2020,Haryana,1184,403,765,16
1401,26/05/2020,Haryana,1184,403,765,16
1402,27/05/2020,Haryana,1305,464,824,17
1403,28/05/2020,Haryana,1381,525,838,18
1404,29/05/2020,Haryana,1504,604,881,19
1405,30/05/2020,Haryana,1721,762,940,19
1406,31/05/2020,Haryana,1923,932,971,20
1407,01/06/2020,Haryana,2091,1023,1048,20
1408,02/06/2020,Haryana,2356,1280,1055,21
1409,03/06/2020,Haryana,2652,1560,1069,23
1410,04/06/2020,Haryana,2954,1842,1089,23
1411,05/06/2020,Haryana,3281,1123,2134,24
1412,06/06/2020,Haryana,3597,1439,2134,24
1413,07/06/2020,Haryana,3952,1794,2134,24
1414,08/06/2020,Haryana,4448,2286,2134,28
1415,09/06/2020,Haryana,4854,2681,2134,39
1416,10/06/2020,Haryana,5209,3030,2134,45
1417,11/06/2020,Haryana,5579,3339,2188,52
1418,12/06/2020,Haryana,5968,3644,2260,64
1419,13/06/2020,Haryana,6334,3789,2475,70
1420,14/06/2020,Haryana,6749,3868,2803,78
1421,15/06/2020,Haryana,7208,4117,3003,88
1422,16/06/2020,Haryana,7722,4057,3565,100
1423,17/06/2020,Haryana,8272,4406,3748,118
1424,18/06/2020,Haryana,8832,4750,3952,130
1425,19/06/2020,Haryana,9218,4528,4556,134
1426,20/06/2020,Haryana,9743,4710,4889,144
1427,21/06/2020,Haryana,10223,4946,5128,149
1428,22/06/2020,Haryana,10635,4918,5557,160
1429,23/06/2020,Haryana,11025,4940,5916,169
1430,24/06/2020,Haryana,11520,4844,6498,178
1431,25/06/2020,Haryana,12010,4897,6925,188
1432,26/06/2020,Haryana,12463,4885,7380,198
1433,27/06/2020,Haryana,12884,4657,8016,211
1434,28/06/2020,Haryana,13427,4737,8472,218
1435,29/06/2020,Haryana,13829,4689,8917,223
1436,30/06/2020,Haryana,14210,4476,9502,232
1437,01/07/2020,Haryana,14548,4340,9972,236
1438,02/07/2020,Haryana,14941,4202,10499,240
1439,03/07/2020,Haryana,15509,4239,11019,251
1440,04/07/2020,Haryana,16003,4057,11691,255
1441,05/07/2020,Haryana,16548,4031,12257,260
1442,06/07/2020,Haryana,17005,3796,12944,265
1443,07/07/2020,Haryana,17504,3893,13335,276
1444,08/07/2020,Haryana,17999,4075,13645,279
1445,09/07/2020,Haryana,18690,4302,14106,282
1446,10/07/2020,Haryana,19369,4572,14510,287
1447,11/07/2020,Haryana,19934,4740,14904,290
1448,12/07/2020,Haryana,20582,4891,15394,297
1449,13/07/2020,Haryana,21240,4956,15983,301
1450,21/03/2020,Himachal Pradesh,2,2,0,0
1451,22/03/2020,Himachal Pradesh,2,2,0,0
1452,23/03/2020,Himachal Pradesh,2,2,0,0
1453,24/03/2020,Himachal Pradesh,3,2,0,1
1454,25/03/2020,Himachal Pradesh,3,2,0,1
1455,26/03/2020,Himachal Pradesh,3,2,0,1
1456,27/03/2020,Himachal Pradesh,3,2,0,1
1457,28/03/2020,Himachal Pradesh,3,2,0,1
1458,29/03/2020,Himachal Pradesh,3,2,0,1
1459,30/03/2020,Himachal Pradesh,3,2,0,1
1460,31/03/2020,Himachal Pradesh,3,2,0,1
1461,01/04/2020,Himachal Pradesh,3,2,0,1
1462,02/04/2020,Himachal Pradesh,3,1,1,1
1463,03/04/2020,Himachal Pradesh,6,4,1,1
1464,04/04/2020,Himachal Pradesh,6,4,1,1
1465,05/04/2020,Himachal Pradesh,6,4,1,1
